TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31
T_405,26,39,32,43,28,38,41,38,36,33,26,26,30,31,17,33,36,33,24,35,28,24,23,33,36,35,30,36,37,28,24,25
T_406,17,26,21,28,18,25,27,25,36,33,26,26,30,31,24,23,20,19,13,20,16,13,13,19,20,20,17,20,21,16,14,21
T_407,29,43,36,47,31,42,45,43,14,12,10,10,12,12,9,13,29,39,28,40,33,28,27,38,42,40,35,42,44,32,28,42
T_408,14,30,25,33,22,29,31,30,24,22,17,17,20,20,16,22,35,22,23,33,27,23,22,32,35,33,29,35,36,27,23,35
T_409,9,9,11,15,10,13,14,13,45,41,32,32,38,38,30,41,34,31,15,32,26,22,21,31,33,32,28,33,35,26,23,34
T_410,29,42,24,46,30,41,44,42,27,25,20,20,23,23,19,25,26,24,17,18,21,17,17,24,26,25,22,26,27,20,18,27
T_411,8,11,9,9,8,11,12,11,30,27,22,22,25,26,20,27,29,26,19,28,16,19,18,26,29,28,24,29,30,22,19,29
T_412,22,32,27,35,16,31,34,32,36,33,26,26,30,31,24,33,22,20,14,21,17,10,14,20,22,21,18,22,22,17,14,22
T_413,27,40,33,44,29,27,42,39,42,39,30,31,36,36,29,39,47,43,31,45,37,31,21,43,47,45,39,47,49,36,31,47
T_414,8,12,10,13,9,12,9,12,41,37,30,30,35,35,28,38,12,11,8,12,9,8,8,8,12,12,10,12,12,9,8,12
T_415,8,11,9,12,8,11,12,8,49,44,35,35,41,42,33,44,41,37,27,39,32,27,26,37,28,39,34,41,42,31,27,41
T_416,24,36,29,39,26,35,37,35,17,22,17,17,20,20,16,22,14,13,9,14,11,9,9,13,14,10,12,14,15,11,10,14
T_417,9,13,11,15,10,13,14,13,36,23,26,26,30,31,24,33,30,28,20,29,23,20,19,27,30,29,18,30,31,23,20,30
T_418,21,31,26,34,22,30,32,31,29,26,14,21,24,24,19,26,44,41,29,43,35,29,28,40,44,43,37,31,46,34,30,45
T_419,14,20,16,22,14,19,21,20,39,35,28,20,33,33,26,35,31,29,21,30,24,21,20,28,31,30,26,31,23,24,21,31
T_420,28,41,34,45,30,40,43,41,21,19,15,15,12,18,14,19,28,25,18,27,22,18,17,25,27,26,23,27,29,15,18,28
T_421,22,32,27,35,23,31,34,32,32,29,23,23,27,19,22,30,44,41,29,43,35,29,28,40,44,43,37,44,46,34,21,45
T_422,22,32,27,35,23,31,34,32,37,34,27,27,31,32,18,34,38,35,25,37,30,25,24,35,38,37,32,38,40,30,26,27
T_423,8,12,10,13,9,12,13,12,49,44,35,35,41,42,33,31,12,11,8,12,9,8,8,11,12,12,10,12,12,9,8,12
T_424,14,21,17,23,15,21,22,21,19,17,13,14,16,16,13,17,14,19,13,20,16,13,13,19,20,20,17,20,21,16,14,21
T_425,19,40,33,44,29,39,42,39,22,20,16,16,19,19,15,21,32,21,21,31,25,21,21,30,32,31,27,32,34,25,22,33
T_426,17,17,20,27,18,24,26,24,46,42,33,33,39,39,31,42,43,40,20,42,34,28,27,39,43,41,36,43,45,33,29,43
T_427,18,27,15,29,19,26,28,26,42,39,30,31,36,36,29,39,24,22,16,16,19,16,15,22,24,23,20,24,25,19,16,24
T_428,22,32,27,25,23,31,34,32,21,19,15,15,18,18,14,19,14,13,9,14,8,9,9,13,14,14,12,14,15,11,10,14
T_429,26,38,31,41,19,37,39,37,16,15,12,12,14,14,11,15,19,18,13,18,15,9,12,18,19,18,16,19,20,15,13,19
T_430,25,37,30,40,26,25,38,36,22,20,16,16,19,19,15,21,38,35,25,37,30,25,17,35,38,37,32,38,40,30,26,39
T_431,29,43,36,47,31,42,32,43,26,24,19,19,22,22,18,24,20,19,13,20,16,13,13,13,20,20,17,20,21,16,14,21
T_432,14,21,17,23,15,21,22,15,16,15,12,12,14,14,11,15,22,20,14,21,17,14,14,20,15,21,18,22,22,17,14,22
T_433,22,32,27,35,23,31,34,32,14,18,14,14,17,17,13,18,47,43,31,45,37,31,30,43,47,31,39,47,49,36,31,47
T_434,17,26,21,28,18,25,27,25,36,23,26,26,30,31,24,33,46,42,30,44,36,30,29,42,45,44,27,45,47,35,31,46
T_435,23,34,28,38,25,34,36,34,31,28,16,23,26,27,21,29,30,28,20,29,23,20,19,27,30,29,25,21,31,23,20,30
T_436,13,19,16,21,14,18,20,19,16,15,12,8,14,14,11,15,26,24,17,25,21,17,17,24,26,25,22,26,19,20,18,27
T_437,20,29,24,32,21,28,30,28,37,34,27,27,22,32,25,34,44,41,29,43,35,29,28,40,44,43,37,44,46,24,30,45
T_438,23,33,27,36,24,32,35,33,21,19,15,15,18,13,14,19,19,18,13,18,15,13,12,18,19,18,16,19,20,15,9,19
T_439,29,43,36,47,31,42,45,43,44,40,31,32,37,37,21,40,43,40,28,42,34,28,27,39,43,41,36,43,45,33,29,30
T_440,11,17,14,18,12,16,17,16,36,33,26,26,30,31,24,23,28,25,18,27,22,18,17,25,27,26,23,27,29,21,18,28
T_441,14,20,16,22,14,19,21,20,35,32,25,25,29,30,24,32,24,32,23,33,27,23,22,32,35,33,29,35,36,27,23,35
T_442,20,41,34,45,30,40,43,41,27,25,20,20,23,23,19,25,31,20,21,30,24,21,20,28,31,30,26,31,32,24,21,31
T_443,26,26,31,41,27,37,39,37,30,27,22,22,25,26,20,27,44,41,20,43,35,29,28,40,44,43,37,44,46,34,30,45
T_444,13,19,11,21,14,18,20,19,22,20,16,16,19,19,15,21,19,18,13,13,15,13,12,18,19,18,16,19,20,15,13,19
T_445,10,14,12,11,10,14,15,14,49,44,35,35,41,42,33,44,23,21,15,22,12,15,14,21,23,22,19,23,24,18,15,23
T_446,14,20,16,22,10,19,21,20,12,11,9,9,10,11,8,11,28,25,18,27,22,13,17,25,27,26,23,27,29,21,18,28
T_447,16,23,19,26,17,16,24,23,42,39,30,31,36,36,29,39,35,32,23,33,27,23,15,32,35,33,29,35,36,27,23,35
T_448,10,14,12,16,10,14,11,14,15,14,11,11,13,13,10,14,16,14,10,15,12,10,10,10,16,15,13,16,16,12,10,16
T_449,12,18,15,19,13,17,19,12,31,28,22,23,26,27,21,29,23,21,15,22,18,15,14,21,16,22,19,23,24,18,15,23
T_450,22,32,27,35,23,31,34,32,32,42,33,33,39,39,31,42,12,11,8,12,9,8,8,11,12,8,10,12,12,9,8,12
T_451,19,28,23,30,20,27,29,27,32,21,23,23,27,28,22,30,29,26,19,28,22,19,18,26,29,28,17,29,30,22,19,29
T_452,10,14,12,16,10,14,15,14,29,26,14,21,24,24,19,26,40,36,26,38,31,26,25,36,39,38,33,28,41,31,27,40
T_453,23,33,27,36,24,32,35,33,46,42,33,23,39,39,31,42,35,32,23,33,27,23,22,32,35,33,29,35,25,27,23,35
T_454,13,19,16,21,14,18,20,19,40,36,29,29,24,34,27,36,47,43,31,45,37,31,30,43,47,45,39,47,49,25,31,47
T_455,26,39,32,43,28,38,41,38,12,11,9,9,10,7,8,11,16,14,10,15,12,10,10,14,16,15,13,16,16,12,7,16
T_456,22,32,27,35,23,31,34,32,21,19,15,15,18,18,10,19,42,39,28,40,33,28,27,38,42,40,35,42,44,32,28,30
T_457,21,31,26,34,22,30,32,31,34,31,24,24,28,29,23,22,22,20,14,21,17,14,14,20,22,21,18,22,22,17,14,22
T_458,17,24,20,27,18,24,26,24,45,41,32,32,38,38,30,41,10,13,9,14,11,9,9,13,14,14,12,14,15,11,10,14
T_459,13,27,22,29,19,26,28,26,25,23,18,18,21,21,17,23,14,9,9,14,11,9,9,13,14,14,12,14,15,11,10,14
T_460,14,14,16,22,14,19,21,20,15,14,11,11,13,13,10,14,10,9,4,9,7,6,6,9,10,9,8,10,10,7,6,10
T_461,29,43,25,47,31,42,45,43,20,18,14,14,17,17,13,18,23,21,15,15,18,15,14,21,23,22,19,23,24,18,15,23
T_462,8,11,9,9,8,11,12,11,40,36,29,29,34,34,27,36,38,35,25,37,21,25,24,35,38,37,32,38,40,30,26,39
T_463,26,38,31,41,19,37,39,37,21,19,15,15,18,18,14,19,44,41,29,43,35,20,28,40,44,43,37,44,46,34,30,45
T_464,9,13,11,15,10,9,14,13,22,20,16,16,19,19,15,21,31,29,21,30,24,21,14,28,31,30,26,31,32,24,21,31
T_465,19,28,23,30,20,27,20,27,49,44,35,35,41,42,33,44,41,37,27,39,32,27,26,26,41,39,34,41,42,31,27,41
T_466,28,41,34,45,30,40,43,28,47,43,34,34,40,40,32,43,11,10,7,10,8,7,7,10,8,10,9,11,11,8,7,11
T_467,20,29,24,32,21,28,30,28,22,28,22,23,26,27,21,29,43,40,28,42,34,28,27,39,43,29,36,43,45,33,29,43
T_468,17,26,21,28,18,25,27,25,27,17,20,20,23,23,19,25,28,25,18,27,22,18,17,25,27,26,16,27,29,21,18,28
T_469,28,41,34,45,30,40,43,41,46,42,23,33,39,39,31,42,46,42,30,44,36,30,29,42,45,44,38,32,47,35,31,46
T_470,24,36,29,39,26,35,37,35,20,18,14,10,17,17,13,18,35,32,23,33,27,23,22,32,35,33,29,35,25,27,23,35
T_471,8,11,9,12,8,11,12,11,45,41,32,32,26,38,30,41,17,15,11,16,13,11,11,15,17,16,14,17,17,9,11,17
T_472,13,19,16,21,14,18,20,19,29,26,21,21,24,17,19,26,17,15,11,16,13,11,11,15,17,16,14,17,17,13,8,17
T_473,20,30,25,33,22,29,31,30,36,33,26,26,30,31,17,33,12,11,8,12,9,8,8,11,12,12,10,12,12,9,8,8
T_474,27,40,33,44,29,39,42,39,32,29,23,23,27,28,22,21,37,34,24,36,29,25,24,34,37,36,31,37,39,29,25,37
T_475,15,22,18,24,16,22,23,22,46,42,33,33,39,39,31,42,23,30,21,31,25,21,21,30,32,31,27,32,34,25,22,33
T_476,6,13,11,15,10,13,14,13,20,18,14,14,17,17,13,18,10,6,6,9,7,6,6,9,10,9,8,10,10,7,6,10
T_477,12,12,15,19,13,17,19,18,24,22,17,17,20,20,16,22,16,14,7,15,12,10,10,14,16,15,13,16,16,12,10,16
T_478,24,36,21,39,26,35,37,35,29,26,21,21,24,24,19,26,42,39,28,28,33,28,27,38,42,40,35,42,44,32,28,42
T_479,13,19,16,14,14,18,20,19,36,33,26,26,30,31,24,33,26,24,17,25,14,17,17,24,26,25,22,26,27,20,18,27
T_480,14,20,16,22,10,19,21,20,16,15,12,12,14,14,11,15,25,23,17,24,20,12,16,23,25,24,21,25,26,19,17,25
T_481,29,43,36,47,31,30,45,43,24,22,17,17,20,20,16,22,10,9,6,9,7,6,4,9,10,9,8,10,10,7,6,10
T_482,29,42,35,46,30,41,31,42,12,11,9,9,10,11,8,11,43,40,28,42,34,28,27,28,43,41,36,43,45,33,29,43
T_483,19,28,23,30,20,27,29,19,30,27,22,22,25,26,20,27,28,25,18,27,22,18,17,25,19,26,23,27,29,21,18,28
T_484,17,24,20,27,18,24,26,24,29,37,30,30,35,35,28,38,12,11,8,12,9,8,8,11,12,8,10,12,12,9,8,12
T_485,28,41,34,45,30,40,43,41,36,23,26,26,30,31,24,33,43,40,28,42,34,28,27,39,43,41,25,43,45,33,29,43
T_486,12,18,15,19,13,17,19,18,49,44,24,35,41,42,33,44,35,32,23,33,27,23,22,32,35,33,29,24,36,27,23,35
T_487,27,40,33,44,29,39,42,39,16,15,12,8,14,14,11,15,25,23,17,24,20,17,16,23,25,24,21,25,18,19,17,25
T_488,17,26,21,28,18,25,27,25,44,40,31,32,26,37,29,40,34,31,22,32,26,22,21,31,33,32,28,33,35,18,23,34
T_489,22,32,27,35,23,31,34,32,22,20,16,16,19,13,15,21,23,21,15,22,18,15,14,21,23,22,19,23,24,18,11,23
T_490,20,29,24,32,21,28,30,28,15,14,11,11,13,13,7,14,25,23,17,24,20,17,16,23,25,24,21,25,26,19,17,18
T_491,28,41,34,45,30,40,43,41,15,14,11,11,13,13,10,10,40,36,26,38,31,26,25,36,39,38,33,39,41,31,27,40
T_492,12,18,15,19,13,17,19,18,10,9,7,7,8,9,7,9,31,41,29,43,35,29,28,40,44,43,37,44,46,34,30,45
T_493,10,21,17,23,15,21,22,21,24,22,17,17,20,20,16,22,25,16,17,24,20,17,16,23,25,24,21,25,26,19,17,25
T_494,17,18,21,28,18,25,27,25,40,36,29,29,34,34,27,36,23,21,11,22,18,15,14,21,23,22,19,23,24,18,15,23
T_495,22,32,19,35,23,31,34,32,46,42,33,33,39,39,31,42,32,30,21,22,25,21,21,30,32,31,27,32,34,25,22,33
T_496,10,14,12,11,10,14,15,14,32,29,23,23,27,28,22,30,18,17,12,17,10,12,11,16,18,17,15,18,19,14,12,18
T_497,14,21,17,23,11,21,22,21,42,39,30,31,36,36,29,39,14,13,9,14,11,7,9,13,14,14,12,14,15,11,10,14
T_498,8,11,9,12,8,8,12,11,11,10,8,8,9,10,8,10,22,20,14,21,17,14,10,20,22,21,18,22,22,17,14,22
T_499,18,27,22,29,19,26,19,26,45,41,32,32,38,38,30,41,20,19,13,20,16,13,13,13,20,20,17,20,21,16,14,21
T_500,25,37,30,40,26,36,38,25,29,26,21,21,24,24,19,26,14,13,9,14,11,9,9,13,10,14,12,14,15,11,10,14
T_501,22,32,27,35,23,31,34,32,33,43,34,34,40,40,32,43,29,26,19,28,22,19,18,26,29,19,24,29,30,22,19,29
T_502,29,43,36,47,31,42,45,43,36,23,26,26,30,31,24,33,23,21,15,22,18,15,14,21,23,22,13,23,24,18,15,23
T_503,10,14,12,16,10,14,15,14,17,16,9,13,15,15,12,16,36,33,24,35,28,24,23,33,36,35,30,25,37,28,24,36
T_504,26,39,32,43,28,38,41,38,17,16,13,9,15,15,12,16,14,13,9,14,11,9,9,13,14,14,12,14,10,11,10,14
T_505,14,20,16,22,14,19,21,20,12,11,9,9,7,11,8,11,26,24,17,25,21,17,17,24,26,25,22,26,27,14,18,27
T_506,9,13,11,15,10,13,14,13,39,35,28,28,33,23,26,35,38,35,25,37,30,25,24,35,38,37,32,38,40,30,18,39
T_507,9,13,11,15,10,13,14,13,34,31,24,24,28,29,16,31,16,14,10,15,12,10,10,14,16,15,13,16,16,12,10,11
T_508,6,9,7,10,6,9,9,9,10,9,7,7,8,9,7,6,14,13,9,14,11,9,9,13,14,14,12,14,15,11,10,14
T_509,14,21,17,23,15,21,22,21,16,15,12,12,14,14,11,15,25,33,24,35,28,24,23,33,36,35,30,36,37,28,24,36
T_510,17,36,29,39,26,35,37,35,44,40,31,32,37,37,29,40,31,20,21,30,24,21,20,28,31,30,26,31,32,24,21,31
T_511,28,29,34,45,30,40,43,41,27,25,20,20,23,23,19,25,40,36,18,38,31,26,25,36,39,38,33,39,41,31,27,40
