TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_773,2.22,2.14,2.34,2.18,2.40,2.59,2.17,2.49
T_774,2.66,2.27,2.51,2.47,2.51,2.93,2.40,2.44
T_775,2.31,2.20,2.28,2.49,2.43,2.83,2.46,2.55
T_776,2.34,2.26,2.65,2.48,2.57,2.76,2.84,2.58
T_777,2.36,2.05,2.56,1.99,2.58,2.56,2.27,2.62
T_778,2.39,2.07,2.53,2.10,2.69,2.54,2.47,2.69
T_779,2.64,2.07,2.32,2.34,2.41,2.89,2.52,2.33
T_780,2.56,2.28,2.49,2.45,2.29,2.32,2.22,2.43
T_781,2.32,2.40,2.62,2.44,2.53,2.30,2.31,2.37
T_782,2.22,1.99,2.50,2.47,2.77,2.74,2.42,2.41
T_783,2.05,2.17,2.79,2.13,2.50,2.63,2.42,2.61
T_784,2.59,2.18,2.54,2.58,2.68,2.60,2.39,2.53
T_785,2.13,2.03,2.60,2.71,2.55,2.70,2.47,2.60
T_786,2.29,2.47,2.56,2.33,2.87,2.69,2.55,2.58
T_787,2.30,2.43,2.64,2.40,2.75,2.89,2.57,2.46
T_788,2.17,2.26,2.69,2.20,2.38,2.56,2.81,2.13
T_789,2.40,2.17,2.48,2.08,2.57,2.31,2.54,2.55
T_790,2.23,2.03,2.77,2.32,2.47,2.50,2.39,2.91
T_791,2.47,1.99,2.57,2.56,2.71,2.49,2.60,2.42
T_792,2.26,2.13,2.52,2.24,2.47,2.44,2.71,2.68
T_793,2.29,2.09,2.55,2.37,2.54,2.57,2.75,2.52
T_794,2.52,2.18,2.47,2.44,2.35,2.56,2.40,2.72
T_795,2.32,2.32,2.27,2.78,2.84,2.28,2.68,2.73
T_796,2.09,2.24,2.63,2.26,2.44,2.60,2.64,2.50
T_797,2.28,2.24,2.61,2.40,2.57,2.82,2.47,2.73
T_798,2.39,2.42,2.62,2.22,2.65,2.72,2.35,2.63
T_799,2.66,2.26,2.52,2.54,2.43,2.50,2.70,2.61
T_800,2.31,2.11,2.64,2.35,2.65,2.42,2.68,2.41
T_801,2.22,1.92,2.50,2.40,2.28,2.53,2.43,2.69
T_802,2.34,2.09,2.42,2.65,2.71,2.46,2.34,2.45
T_803,2.08,1.97,2.59,2.25,2.47,2.83,2.22,2.38
T_804,2.25,1.94,2.59,2.42,2.65,2.59,2.62,2.54
T_805,2.08,2.12,2.30,2.29,2.62,2.64,2.55,2.26
T_806,2.22,1.80,2.49,2.32,2.50,2.47,2.09,2.48
T_807,2.33,2.04,2.54,2.63,2.70,2.85,2.60,2.76
T_808,2.31,2.20,2.43,2.32,2.48,2.57,2.36,2.49
T_809,2.49,2.29,2.59,2.28,2.84,2.67,2.80,2.48
T_810,2.41,2.39,2.70,2.09,2.64,2.64,2.47,2.54
T_811,2.38,2.18,2.61,2.61,2.51,2.40,2.42,2.51
T_812,2.50,2.17,2.65,2.36,2.49,2.69,2.38,2.54
T_813,2.04,2.08,2.63,2.51,2.31,2.88,2.46,2.80
T_814,2.33,2.31,2.63,2.48,2.28,2.38,2.54,2.31
T_815,2.23,2.22,2.80,2.50,2.56,2.66,2.80,2.39
T_816,2.60,2.28,2.67,2.16,2.67,2.64,2.40,2.77
T_817,2.28,1.98,2.61,2.49,2.57,2.53,2.43,2.14
T_818,2.42,2.26,2.70,2.42,2.64,2.54,2.36,2.68
T_819,2.52,2.23,2.69,2.47,2.64,2.63,2.27,2.57
T_820,2.55,2.43,2.35,2.67,2.39,2.59,2.55,2.34
T_821,2.38,2.15,2.72,2.71,2.42,2.50,2.59,2.49
T_822,2.48,2.42,2.56,2.19,2.71,2.72,2.72,2.71
T_823,2.65,2.06,2.78,2.43,2.83,2.63,2.44,2.45
T_824,2.40,2.15,2.36,2.62,2.51,2.38,2.30,2.37
T_825,2.60,2.24,2.46,2.18,2.53,2.46,2.56,2.35
T_826,2.53,2.18,2.53,2.17,2.48,2.40,2.49,2.42
T_827,2.03,2.19,2.50,2.58,2.58,2.62,2.57,2.64
T_828,2.27,2.41,2.60,2.36,2.79,2.82,2.51,2.35
T_829,2.32,2.50,2.71,2.32,2.58,2.37,2.32,2.62
T_830,2.30,2.26,2.45,2.42,2.73,2.39,2.67,2.56
T_831,2.15,2.15,2.56,2.55,2.42,2.77,2.63,2.66
T_832,2.03,2.24,2.67,2.31,2.60,2.60,2.44,2.73
T_833,2.71,2.03,2.86,2.42,2.63,2.62,2.57,2.50
T_834,2.24,2.32,2.68,2.15,2.22,2.40,2.15,2.41
T_835,2.33,2.35,2.87,2.09,2.70,2.45,2.61,2.50
T_836,2.43,2.27,2.73,2.50,2.68,2.39,2.37,2.30
T_837,2.25,2.09,2.82,2.32,2.39,2.78,2.66,2.54
T_838,2.17,2.05,2.80,2.50,2.49,2.68,2.52,2.72
T_839,2.34,2.32,2.80,2.68,2.51,2.47,2.64,2.61
T_840,2.57,2.42,2.68,2.61,2.22,2.76,2.80,2.44
T_841,2.39,2.40,2.69,2.33,2.40,2.56,2.44,2.50
T_842,2.34,2.29,2.50,2.40,2.43,2.63,2.36,2.62
T_843,2.49,1.68,2.47,2.38,2.64,2.37,2.36,2.32
T_844,2.38,1.96,2.71,2.32,2.52,2.51,2.56,2.58
T_845,2.52,1.91,2.49,2.34,2.57,2.55,2.37,2.45
T_846,2.21,2.40,2.51,2.41,2.73,2.72,2.55,2.80
T_847,2.29,2.51,2.48,2.21,2.68,2.56,2.71,2.57
T_848,2.28,2.22,2.40,2.13,2.57,2.55,2.47,2.65
T_849,2.39,2.43,2.65,2.35,2.66,2.53,2.41,2.13
T_850,2.54,2.16,2.48,2.55,2.51,2.54,2.53,2.57
T_851,2.17,2.22,2.57,2.63,2.45,2.98,2.41,2.41
T_852,1.98,1.96,2.95,2.36,2.30,2.65,2.48,2.54
T_853,2.10,2.34,2.43,2.39,2.32,2.57,2.68,2.54
T_854,2.26,2.20,2.39,2.57,2.70,2.78,2.41,2.47
T_855,2.16,2.23,2.52,2.53,2.48,2.60,2.57,2.69
T_856,2.59,2.24,2.66,2.16,2.62,2.81,2.54,2.32
T_857,2.33,2.36,2.22,2.39,2.64,2.56,2.61,2.51
T_858,2.10,2.03,2.65,2.27,2.63,2.62,2.67,2.25
T_859,2.05,2.14,2.25,2.50,2.65,2.38,2.38,2.40
T_860,2.56,1.86,2.58,2.33,2.55,2.57,2.52,2.47
T_861,2.26,2.16,2.66,2.61,2.63,2.78,2.54,2.29
T_862,2.53,2.13,2.35,2.39,2.78,2.59,2.37,2.63
T_863,2.19,2.26,2.68,2.45,2.52,2.43,2.65,2.97
T_864,2.23,2.13,2.59,2.23,2.81,2.56,2.32,2.19
T_865,2.51,2.03,2.71,2.60,2.54,2.79,2.51,2.77
T_866,2.19,2.34,2.47,2.50,2.66,2.76,2.49,2.69
T_867,2.28,2.24,2.63,2.62,2.62,2.67,2.49,2.55
T_868,2.13,2.23,2.59,2.73,2.53,2.69,2.58,2.19
T_869,2.57,2.20,2.83,2.25,2.69,2.70,2.40,2.52
T_870,2.41,2.44,2.74,2.42,2.60,2.70,2.51,2.51
T_871,2.44,2.31,2.62,2.44,2.72,2.71,2.34,2.73
T_872,2.24,2.29,2.56,2.10,2.25,2.90,2.30,2.43
T_873,2.26,2.29,2.63,2.55,2.50,2.44,2.60,2.42
T_874,2.39,2.07,2.64,2.57,2.39,2.39,2.56,2.50
T_875,2.51,2.24,2.63,2.51,2.53,2.72,2.48,2.40
T_876,2.44,2.17,2.70,2.31,2.62,2.60,2.45,2.59
T_877,2.23,2.20,2.42,2.07,2.50,2.53,2.61,2.56
T_878,2.42,2.19,2.62,2.44,2.34,2.34,2.08,2.67
T_879,2.52,2.27,2.53,2.35,2.61,2.72,2.21,2.61
T_880,2.34,2.23,2.53,2.47,2.56,2.37,2.30,2.60
T_881,2.22,2.20,2.51,2.21,2.40,2.71,2.45,2.19
T_882,2.20,2.14,2.33,2.47,2.45,2.40,2.48,2.43
T_883,2.30,2.18,2.59,2.24,2.39,2.18,2.41,2.59
T_884,2.56,2.19,2.48,2.43,2.54,2.29,2.35,2.76
T_885,2.44,2.06,2.48,2.38,2.57,2.64,2.51,2.28
T_886,2.47,2.20,2.68,2.60,2.57,2.42,2.58,2.67
T_887,2.36,2.20,2.45,2.57,2.65,2.77,2.59,2.23
T_888,2.45,2.47,2.66,2.42,2.79,2.68,2.54,2.40
T_889,2.46,2.29,2.38,2.71,2.70,2.52,2.30,2.40
T_890,2.55,2.20,2.43,2.36,2.16,2.48,2.55,2.35
T_891,2.10,2.28,2.32,2.46,2.57,2.52,2.25,2.40
T_892,2.36,2.28,2.30,2.15,2.51,2.29,2.36,2.35
T_893,2.26,2.19,2.30,2.31,2.53,2.52,2.65,2.63
T_894,2.42,2.23,2.60,2.53,2.64,2.88,2.66,2.77
T_895,2.46,2.33,2.48,2.38,2.58,2.66,2.43,2.37
T_896,2.52,1.98,2.55,2.40,2.32,2.65,2.44,2.82
T_897,2.30,2.23,2.47,2.43,2.51,2.57,2.50,2.60
T_898,2.32,2.16,2.44,2.55,2.45,2.57,2.53,2.32
T_899,2.37,2.09,2.65,2.48,2.56,2.62,2.48,2.26
T_900,2.34,2.44,2.68,2.28,2.36,2.31,2.60,2.62
T_901,2.56,1.97,2.51,2.40,2.40,2.54,2.30,2.42
T_902,2.47,2.41,2.86,2.51,2.48,2.34,2.67,2.78
T_903,2.50,2.25,2.85,2.31,2.50,2.31,2.56,2.62
T_904,2.30,2.11,2.85,2.70,2.60,2.87,2.41,2.60
T_905,2.32,2.11,2.69,2.23,2.86,2.87,2.56,2.58
T_906,2.23,2.26,2.71,2.34,2.82,2.74,2.45,2.68
T_907,2.44,2.19,2.63,2.49,2.46,2.66,2.66,2.69
T_908,2.43,2.30,2.73,2.26,2.57,2.70,2.74,2.31
T_909,2.33,1.97,2.79,2.66,2.49,2.41,2.25,2.25
T_910,2.62,2.26,2.70,2.41,2.97,2.24,2.52,2.62
T_911,2.55,2.32,2.52,2.50,2.44,2.60,2.29,2.63
T_912,2.38,2.35,2.52,2.47,2.63,2.43,2.48,2.33
T_913,2.25,2.37,2.55,2.25,2.52,2.61,2.42,2.38
T_914,2.18,1.95,2.48,2.41,2.42,2.58,2.27,2.58
T_915,2.40,2.44,2.57,2.47,2.26,2.53,2.48,2.49
T_916,2.33,2.47,2.16,2.30,2.67,2.77,2.44,2.30
T_917,2.52,2.08,2.60,2.69,2.76,2.56,2.61,2.58
T_918,2.56,2.27,2.62,2.26,2.69,2.59,2.30,2.47
T_919,2.59,2.29,2.34,2.52,2.38,2.44,2.49,2.69
T_920,2.44,2.25,2.61,2.32,2.71,2.54,2.19,2.30
T_921,2.24,2.11,2.68,2.75,2.50,2.28,2.48,2.70
T_922,2.47,2.26,2.44,2.61,2.55,2.80,2.46,2.56
T_923,2.42,2.33,2.51,2.36,2.53,2.74,2.42,2.50
T_924,2.46,2.16,2.81,2.44,2.53,2.22,2.46,2.54
T_925,2.45,2.38,2.56,2.27,2.62,2.38,2.85,2.32
T_926,2.41,2.49,2.46,2.38,2.47,2.40,1.99,2.57
T_927,2.45,2.24,2.39,2.12,2.61,2.67,2.35,2.47
T_928,2.20,2.41,2.48,2.43,2.49,2.60,2.44,2.52
T_929,2.49,2.14,2.64,2.38,2.72,2.28,2.42,2.34
T_930,2.46,2.18,2.46,2.40,2.78,2.56,2.64,2.68
T_931,2.44,2.23,2.60,2.12,2.45,2.56,2.45,2.91
T_932,2.19,2.06,2.54,2.34,2.73,2.87,2.58,2.56
T_933,2.40,2.22,2.68,2.44,2.68,2.71,2.70,2.16
T_934,2.30,2.20,2.62,2.36,2.57,2.53,2.47,2.58
T_935,2.66,2.11,2.59,2.55,2.58,2.50,2.78,2.53
T_936,2.33,1.90,2.55,2.33,2.42,2.50,2.80,2.41
T_937,2.52,2.19,2.36,2.23,2.17,2.31,2.46,2.60
T_938,2.50,2.01,2.54,2.55,2.59,2.55,2.40,2.75
T_939,2.55,2.32,2.31,2.43,2.58,2.84,2.31,2.78
T_940,2.59,2.23,2.56,2.40,2.68,2.89,2.26,2.42
T_941,2.58,2.36,2.29,2.32,2.56,2.65,2.52,2.48
T_942,2.51,2.09,2.70,2.38,2.44,2.37,2.54,2.58
T_943,2.57,2.31,2.57,2.50,2.55,2.72,2.64,2.32
T_944,2.36,2.07,2.41,2.18,2.71,2.88,2.53,2.69
T_945,2.34,2.07,2.45,2.43,2.56,2.52,2.50,2.16
T_946,2.25,2.23,2.81,2.39,2.75,2.77,2.64,2.73
T_947,2.58,2.25,2.32,2.70,2.33,2.69,2.39,2.58
T_948,2.49,2.24,2.63,2.41,2.54,2.75,2.57,2.31
T_949,2.21,2.38,2.80,2.30,2.62,2.64,2.37,2.52
T_950,2.31,2.30,2.40,2.41,2.90,2.73,2.55,2.40
T_951,2.34,2.36,2.58,2.33,2.50,2.45,2.34,2.48
T_952,2.26,2.18,2.68,2.31,2.67,2.66,2.28,2.59
T_953,2.37,2.18,2.61,2.45,2.88,2.48,2.34,2.45
T_954,2.23,2.20,2.64,2.25,2.46,2.80,2.56,2.32
T_955,2.25,2.32,2.60,2.55,2.71,2.68,2.40,2.65
T_956,2.59,2.41,2.79,2.44,2.67,2.80,2.65,2.45
T_957,2.26,2.13,2.42,2.63,2.63,2.69,2.62,2.17
T_958,2.43,2.10,2.39,2.13,2.62,2.72,2.30,2.68
T_959,2.60,2.34,2.24,2.23,2.67,2.78,2.32,2.71
T_960,2.36,2.34,2.33,2.36,2.59,2.59,2.54,2.34
T_961,2.95,2.37,2.43,2.38,2.65,2.62,2.28,2.40
T_962,2.27,2.40,2.32,2.50,2.44,2.38,2.52,2.49
T_963,2.35,2.32,2.90,2.48,2.76,2.72,2.55,2.41
T_964,2.11,2.18,2.22,2.35,2.45,2.51,2.40,2.41
T_965,2.40,2.19,2.47,2.51,2.29,2.55,2.51,2.63
T_966,2.25,2.14,2.75,2.68,2.45,2.46,2.07,2.46
T_967,2.39,2.21,2.57,2.37,2.74,2.61,2.53,2.53
T_968,2.62,2.42,2.40,2.38,2.68,2.47,2.35,2.54
T_969,2.50,2.31,2.60,2.26,2.39,2.48,2.43,2.41
T_970,2.29,2.36,2.64,2.54,2.36,2.40,2.59,2.33
T_971,2.00,2.15,2.66,2.42,2.41,2.67,2.57,2.31
T_972,2.52,2.25,2.67,2.41,2.50,2.96,2.77,2.36
T_973,2.45,2.21,2.45,2.38,2.65,2.73,2.21,2.49
T_974,2.42,2.06,2.60,2.22,2.41,2.86,2.56,2.41
T_975,2.21,2.57,2.63,2.42,2.52,2.52,2.39,2.51
T_976,2.18,2.44,2.38,2.61,2.28,2.67,2.78,2.70
T_977,2.07,2.15,2.63,2.53,2.42,2.47,2.36,2.42
T_978,2.37,2.35,2.72,2.35,2.65,2.81,2.52,2.57
T_979,2.32,2.45,2.46,2.25,2.56,2.67,2.55,2.26
T_980,2.34,2.50,2.63,2.33,2.65,2.63,2.59,2.21
T_981,2.11,2.18,2.52,2.54,2.47,2.53,2.35,2.79
T_982,2.42,1.90,2.54,2.30,2.79,2.62,2.60,2.47
T_983,2.46,2.27,2.75,2.26,2.21,2.49,2.26,2.57
T_984,2.17,2.07,2.45,2.51,2.47,2.67,2.59,2.80
T_985,2.36,2.08,2.69,2.30,2.37,2.32,2.51,2.48
T_986,2.48,2.29,2.50,2.61,2.61,2.55,2.44,2.66
T_987,2.27,2.25,2.41,2.12,2.45,2.41,2.72,2.40
T_988,2.38,2.32,2.59,2.28,2.44,2.60,2.24,2.29
T_989,2.45,2.59,2.51,2.64,2.43,2.64,2.36,2.59
T_990,2.52,1.86,2.80,2.26,2.70,2.75,2.41,2.56
T_991,2.38,2.20,2.43,2.62,2.59,2.93,2.35,2.63
T_992,2.40,2.26,2.49,2.52,2.48,2.56,2.67,2.39
T_993,2.26,2.32,2.70,2.48,2.41,2.49,2.76,2.61
T_994,2.44,2.21,2.41,2.44,2.29,2.80,2.42,2.33
T_995,2.27,2.13,2.87,2.51,2.69,2.79,2.41,2.43
T_996,2.44,2.37,2.61,2.49,2.46,2.42,2.54,2.46
T_997,2.66,2.67,2.34,2.51,2.55,2.49,2.29,2.54
T_998,2.45,2.44,2.50,2.19,2.45,2.47,2.65,2.36
T_999,2.51,2.29,2.52,2.51,2.50,2.80,2.51,2.50
T_1000,2.27,2.20,2.56,2.48,2.72,2.30,2.32,2.49
T_1001,2.37,2.19,2.48,2.43,2.56,2.36,2.51,2.65
T_1002,2.26,2.32,2.60,2.52,2.80,2.61,2.19,2.50
T_1003,2.53,2.08,2.48,2.18,2.50,2.56,2.52,2.48
T_1004,2.61,2.05,2.71,2.21,2.48,2.53,2.68,2.28
T_1005,2.24,1.82,2.90,2.47,2.52,2.51,2.44,2.58
T_1006,2.55,2.14,2.78,2.65,2.70,2.72,2.20,2.42
T_1007,2.38,2.04,2.45,2.20,2.57,2.61,2.50,2.53
T_1008,2.44,2.21,2.41,2.56,2.42,2.55,2.49,2.40
T_1009,2.70,2.27,2.73,2.44,2.60,2.82,2.55,2.56
T_1010,2.45,2.29,2.57,2.40,2.39,2.72,2.22,2.40
T_1011,2.28,2.24,2.30,2.23,2.45,2.29,2.38,2.69
T_1012,2.36,2.00,2.40,2.51,2.55,2.52,2.60,2.55
T_1013,2.31,2.08,2.77,2.53,2.49,2.63,2.55,2.16
T_1014,2.65,1.99,2.99,2.44,2.29,2.43,2.21,2.54
T_1015,2.57,1.94,2.52,2.25,2.74,2.69,2.63,2.51
T_1016,2.57,2.08,2.49,2.35,2.76,2.38,2.39,2.49
T_1017,2.34,2.12,2.59,2.50,2.64,2.45,2.40,2.61
T_1018,2.25,2.26,2.58,2.20,2.65,2.73,2.19,2.47
T_1019,2.60,2.44,2.43,2.68,2.56,2.41,2.40,2.63
T_1020,2.49,2.34,2.24,2.49,2.79,2.52,2.22,2.52
T_1021,2.22,2.27,2.33,2.51,2.45,2.51,2.37,2.44
T_1022,2.43,2.36,2.67,2.23,2.73,2.62,2.73,2.36
T_1023,2.57,2.12,2.64,2.49,2.76,2.39,2.66,2.55
