TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31
T_405,30,36,25,29,25,24,27,26,33,44,35,35,29,33,22,32,36,28,41,34,34,43,30,36,32,27,45,35,36,41,42,25
T_406,31,37,25,30,26,25,28,27,20,26,21,21,18,20,19,13,20,16,23,19,19,24,16,20,18,15,25,19,20,23,23,20
T_407,34,41,28,33,28,28,31,29,30,39,31,31,26,29,28,28,15,17,25,21,21,26,18,22,19,17,27,21,22,25,26,22
T_408,8,14,9,11,9,9,10,10,36,47,38,38,32,36,35,35,12,7,14,11,11,14,10,12,11,9,15,12,12,14,14,12
T_409,27,23,22,26,22,22,24,23,25,32,26,26,22,24,24,24,32,25,26,30,30,38,26,32,28,24,40,31,32,37,38,32
T_410,14,17,8,14,12,12,13,13,12,16,13,13,11,12,12,12,22,17,25,14,21,26,18,22,19,17,27,21,22,25,26,22
T_411,41,50,34,28,34,33,37,36,33,44,35,35,29,33,32,32,32,25,36,30,21,38,26,32,28,24,40,31,32,37,38,32
T_412,12,15,10,12,7,10,11,11,31,40,32,32,27,30,29,29,40,32,46,38,38,33,33,40,35,31,50,38,40,46,47,40
T_413,20,24,16,19,16,11,18,17,16,21,17,17,14,16,16,15,8,6,9,8,8,9,5,8,7,6,10,8,8,9,9,8
T_414,10,12,8,10,9,8,7,9,32,41,33,33,28,31,30,30,11,9,13,10,10,13,9,8,10,8,14,11,11,13,13,11
T_415,33,40,27,32,27,27,30,20,18,24,19,19,16,18,17,17,14,11,16,13,13,17,11,14,9,11,17,13,14,16,16,14
T_416,8,10,7,8,7,7,7,7,12,22,18,18,15,17,17,16,30,24,34,28,28,36,25,30,27,16,37,29,30,34,35,30
T_417,13,16,11,13,11,11,12,12,11,10,12,12,10,11,11,11,19,15,22,18,18,23,16,19,17,14,17,18,19,22,22,19
T_418,27,32,22,26,22,22,24,23,17,22,13,18,15,17,17,16,10,8,11,9,9,12,8,10,9,8,12,7,10,11,12,10
T_419,18,21,14,17,14,14,16,15,24,31,25,17,21,23,23,23,18,14,21,17,17,21,15,18,16,14,22,17,13,21,21,18
T_420,13,16,11,13,11,11,12,12,11,14,11,11,6,10,10,10,29,23,33,27,27,34,24,29,26,22,36,28,29,23,34,29
T_421,36,44,30,35,30,29,33,31,33,44,35,35,29,23,32,32,31,24,35,29,29,37,25,31,27,24,38,30,31,36,25,31
T_422,22,26,18,21,18,18,20,19,8,10,8,8,7,7,5,7,19,15,22,18,18,23,16,19,17,14,24,18,19,22,22,13
T_423,32,39,26,31,26,26,29,28,20,26,21,21,18,20,19,13,21,17,24,20,20,25,17,21,19,16,26,20,21,24,25,21
T_424,39,47,32,38,32,32,35,34,23,30,24,24,20,22,22,22,10,11,16,13,13,17,11,14,12,11,17,13,14,16,16,14
T_425,19,32,22,26,22,22,24,23,24,31,25,25,21,23,23,23,33,18,38,31,31,39,27,33,29,25,41,32,33,38,39,33
T_426,13,11,11,13,11,11,12,12,25,32,26,26,22,24,24,24,35,28,28,33,33,42,29,35,31,27,43,34,35,40,41,35
T_427,36,44,21,35,30,29,33,31,30,39,31,31,26,29,28,28,29,23,33,19,27,34,24,29,26,22,36,28,29,33,34,29
T_428,33,40,27,22,27,27,30,29,19,25,20,20,17,19,18,18,14,11,16,13,9,17,11,14,12,11,17,13,14,16,16,14
T_429,18,21,14,17,10,14,16,15,35,46,37,37,31,35,34,34,35,28,40,33,33,29,29,35,31,27,43,34,35,40,41,35
T_430,34,41,28,33,28,19,31,29,36,47,38,38,32,36,35,35,15,12,17,14,14,18,9,15,13,11,19,14,15,17,18,15
T_431,20,24,16,19,16,16,12,17,24,31,25,25,21,23,23,23,23,18,26,22,22,27,19,16,20,18,29,22,23,26,27,23
T_432,19,22,15,18,15,15,17,11,27,35,28,28,24,26,26,26,27,21,31,25,25,32,22,27,17,21,34,26,27,31,32,27
T_433,12,15,10,12,10,10,11,11,5,10,8,8,7,7,7,7,14,11,16,13,13,17,11,14,12,7,17,13,14,16,16,14
T_434,19,22,15,18,15,15,17,16,8,7,8,8,7,7,7,7,26,21,30,24,24,31,21,26,23,20,23,25,26,30,31,26
T_435,26,31,21,25,21,21,23,22,24,31,17,25,21,23,23,23,19,15,22,18,18,23,16,19,17,14,24,13,19,22,22,19
T_436,11,14,9,11,9,9,10,10,20,26,21,15,18,20,19,19,39,31,44,37,37,46,32,39,35,30,48,37,27,45,46,39
T_437,36,44,30,35,30,29,33,31,34,45,36,36,21,34,33,33,31,24,35,29,29,37,25,31,27,24,38,30,31,25,36,31
T_438,8,10,7,8,7,7,7,7,19,25,20,20,17,13,18,18,29,23,33,27,27,34,24,29,26,22,36,28,29,33,24,29
T_439,22,26,18,21,18,18,20,19,21,27,22,22,18,21,14,20,9,7,10,8,8,11,7,9,8,7,11,9,9,10,11,6
T_440,25,30,20,24,20,20,22,21,11,15,12,12,10,11,11,8,19,15,22,18,18,23,16,19,17,14,24,18,19,22,22,19
T_441,26,31,21,25,21,21,23,22,31,40,32,32,27,30,29,29,21,24,34,28,28,36,25,30,27,23,37,29,30,34,35,30
T_442,19,32,22,26,22,22,24,23,21,27,22,22,18,21,20,20,40,22,46,38,38,47,33,40,35,31,50,38,40,46,47,40
T_443,32,27,26,31,26,26,29,28,31,40,32,32,27,30,29,29,14,11,11,13,13,17,11,14,12,11,17,13,14,16,16,14
T_444,21,25,12,20,17,17,19,18,38,50,40,40,34,37,37,36,32,25,36,21,30,38,26,32,28,24,40,31,32,37,38,32
T_445,38,46,31,26,31,31,35,33,8,10,8,8,7,7,7,7,10,8,11,9,7,12,8,10,9,8,12,10,10,11,12,10
T_446,39,47,32,38,23,32,35,34,11,14,11,11,9,10,10,10,9,7,10,8,8,7,7,9,8,7,11,9,9,10,11,9
T_447,26,31,21,25,21,15,23,22,13,17,14,14,12,13,13,13,39,31,44,37,37,46,22,39,35,30,48,37,39,45,46,39
T_448,29,35,24,28,24,23,18,25,29,37,30,30,25,28,28,27,28,22,32,26,26,33,23,20,25,21,35,27,28,32,33,28
T_449,8,10,7,8,7,7,7,5,18,24,19,19,16,18,17,17,13,10,15,12,12,15,11,13,8,10,16,12,13,15,15,13
T_450,8,10,7,8,7,7,7,7,7,12,10,10,8,9,9,9,18,14,21,17,17,21,15,18,16,10,22,17,18,21,21,18
T_451,26,31,21,25,21,21,23,22,17,16,18,18,15,17,17,16,33,26,38,31,31,39,27,33,29,25,29,32,33,38,39,33
T_452,22,26,18,21,18,18,20,19,28,36,20,29,24,27,27,26,35,28,40,33,33,42,29,35,31,27,43,24,35,40,41,35
T_453,37,45,31,36,31,30,34,32,30,39,31,22,26,29,28,28,38,30,43,36,36,45,31,38,34,29,47,36,26,44,45,38
T_454,21,25,17,20,17,17,19,18,18,24,19,19,11,18,17,17,21,17,24,20,20,25,17,21,19,16,26,20,21,17,25,21
T_455,23,27,19,22,19,18,21,20,20,26,21,21,18,14,19,19,26,21,30,24,24,31,21,26,23,20,32,25,26,30,21,26
T_456,12,15,10,12,10,10,11,11,13,17,14,14,12,13,9,13,13,10,15,12,12,15,11,13,12,10,16,12,13,15,15,9
T_457,33,40,27,32,27,27,30,29,32,41,33,33,28,31,30,21,24,19,27,23,23,28,20,24,21,18,30,23,24,28,28,24
T_458,23,27,19,22,19,18,21,20,33,44,35,35,29,33,32,32,21,24,34,28,28,36,25,30,27,23,37,29,30,34,35,30
T_459,23,40,27,32,27,27,30,29,28,36,29,29,24,27,27,26,19,10,22,18,18,23,16,19,17,14,24,18,19,22,22,19
T_460,41,35,34,40,34,33,37,36,13,17,14,14,12,13,13,13,14,11,11,13,13,17,11,14,12,11,17,13,14,16,16,14
T_461,8,10,5,8,7,7,7,7,33,44,35,35,29,33,32,32,38,30,43,25,36,45,31,38,34,29,47,36,38,44,45,38
T_462,11,14,9,8,9,9,10,10,14,19,15,15,13,14,14,14,20,16,23,19,13,24,16,20,18,15,25,19,20,23,23,20
T_463,14,17,12,14,8,12,13,13,22,29,23,23,19,22,21,21,9,7,10,8,8,7,7,9,8,7,11,9,9,10,11,9
T_464,31,37,25,30,26,18,28,27,26,34,27,27,23,25,25,25,26,21,30,24,24,31,15,26,23,20,32,25,26,30,31,26
T_465,20,24,16,19,16,16,12,17,13,17,14,14,12,13,13,13,31,24,35,29,29,37,25,22,27,24,38,30,31,36,36,31
T_466,10,12,8,10,9,8,9,6,25,32,26,26,22,24,24,24,20,16,23,19,19,24,16,20,12,15,25,19,20,23,23,20
T_467,19,22,15,18,15,15,17,16,13,24,19,19,16,18,17,17,28,22,32,26,26,33,23,28,25,15,35,27,28,32,33,28
T_468,30,36,25,29,25,24,27,26,37,34,39,39,33,37,36,36,12,9,14,11,11,14,10,12,11,9,10,12,12,14,14,12
T_469,32,39,26,31,26,26,29,28,30,39,22,31,26,29,28,28,25,20,28,24,24,30,21,25,22,19,31,17,25,29,29,25
T_470,20,24,16,19,16,16,18,17,28,36,29,20,24,27,27,26,11,9,13,10,10,13,9,11,10,8,14,11,8,13,13,11
T_471,22,26,18,21,18,18,20,19,9,11,9,9,5,8,8,8,36,28,41,34,34,43,30,36,32,27,45,35,36,29,42,36
T_472,14,17,12,14,12,12,13,13,18,24,19,19,16,12,17,17,27,21,31,25,25,32,22,27,24,21,34,26,27,31,22,27
T_473,34,41,28,33,28,28,31,29,29,37,30,30,25,28,19,27,13,10,15,12,12,15,11,13,12,10,16,12,13,15,15,9
T_474,36,44,30,35,30,29,33,31,38,50,40,40,34,37,37,26,9,7,10,8,8,11,7,9,8,7,11,9,9,10,11,9
T_475,30,36,25,29,25,24,27,26,13,17,14,14,12,13,13,13,7,8,11,9,9,12,8,10,9,8,12,10,10,11,12,10
T_476,10,17,12,14,12,12,13,13,31,40,32,32,27,30,29,29,38,21,43,36,36,45,31,38,34,29,47,36,38,44,45,38
T_477,36,31,30,35,30,29,33,31,10,12,10,10,8,9,9,9,32,25,26,30,30,38,26,32,28,24,40,31,32,37,38,32
T_478,15,19,9,15,13,13,14,13,9,11,9,9,8,8,8,8,35,28,40,23,33,42,29,35,31,27,43,34,35,40,41,35
T_479,24,29,20,16,20,19,21,21,37,49,39,39,33,37,36,36,25,20,28,24,16,30,21,25,22,19,31,24,25,29,29,25
T_480,28,34,23,27,16,23,25,24,27,35,28,28,24,26,26,26,8,6,9,8,8,7,7,8,7,6,10,8,8,9,9,8
T_481,14,17,12,14,12,8,13,13,12,16,13,13,11,12,12,12,32,25,36,30,30,38,18,32,28,24,40,31,32,37,38,32
T_482,27,32,22,26,22,22,17,23,17,22,18,18,15,17,17,16,22,17,25,21,21,26,18,16,19,17,27,21,22,25,26,22
T_483,20,24,16,19,16,16,18,12,32,41,33,33,28,31,30,30,33,26,38,31,31,39,27,33,20,25,41,32,33,38,39,33
T_484,40,49,33,39,33,33,36,35,23,44,35,35,29,33,32,32,15,12,17,14,14,18,12,15,13,8,19,14,15,17,18,15
T_485,32,39,26,31,26,26,29,28,36,33,38,38,32,36,35,35,15,12,17,14,14,18,12,15,13,11,13,14,15,17,18,15
T_486,30,36,25,29,25,24,27,26,20,26,15,21,18,20,19,19,31,24,35,29,29,37,25,31,27,24,38,21,31,36,36,31
T_487,9,11,8,9,8,8,8,8,25,32,26,18,22,24,24,24,9,7,10,8,8,11,7,9,8,7,11,9,6,10,11,9
T_488,20,24,16,19,16,16,18,17,12,16,13,13,8,12,12,12,17,13,19,16,16,20,14,17,15,13,21,16,17,14,20,17
T_489,31,37,25,30,26,25,28,27,23,30,24,24,20,16,22,22,23,18,26,22,22,27,19,23,20,18,29,22,23,26,19,23
T_490,41,50,34,40,34,33,37,36,29,37,30,30,25,28,19,27,8,6,9,8,8,9,7,8,7,6,10,8,8,9,9,6
T_491,14,17,12,14,12,12,13,13,18,24,19,19,16,18,17,12,21,17,24,20,20,25,17,21,19,16,26,20,21,24,25,21
T_492,33,40,27,32,27,27,30,29,13,17,14,14,12,13,13,13,12,13,19,16,16,20,14,17,15,13,21,16,17,20,20,17
T_493,7,12,8,10,9,8,9,9,36,47,38,38,32,36,35,35,26,14,30,24,24,31,21,26,23,20,32,25,26,30,31,26
T_494,9,8,8,9,8,8,8,8,19,25,20,20,17,19,18,18,22,17,18,21,21,26,18,22,19,17,27,21,22,25,26,22
T_495,40,49,23,39,33,33,36,35,9,11,9,9,8,8,8,8,22,17,25,14,21,26,18,22,19,17,27,21,22,25,26,22
T_496,29,35,24,20,24,23,26,25,25,32,26,26,22,24,24,24,40,32,46,38,26,47,33,40,35,31,50,38,40,46,47,40
T_497,13,16,11,13,8,11,12,12,30,39,31,31,26,29,28,28,10,8,11,9,9,8,8,10,9,8,12,10,10,11,12,10
T_498,19,22,15,18,15,11,17,16,19,25,20,20,17,19,18,18,33,26,38,31,31,39,19,33,29,25,41,32,33,38,39,33
T_499,34,41,28,33,28,28,22,29,27,35,28,28,24,26,26,26,24,19,27,23,23,28,20,17,21,18,30,23,24,28,28,24
T_500,36,44,30,35,30,29,33,22,11,15,12,12,10,11,11,11,29,23,33,27,27,34,24,29,18,22,36,28,29,33,34,29
T_501,39,47,32,38,32,32,35,34,17,31,25,25,21,23,23,23,32,25,36,30,30,38,26,32,28,17,40,31,32,37,38,32
T_502,22,26,18,21,18,18,20,19,11,10,11,11,9,10,10,10,25,20,28,24,24,30,21,25,22,19,22,24,25,29,29,25
T_503,27,32,22,26,22,22,24,23,34,45,25,36,30,34,33,33,24,19,27,23,23,28,20,24,21,18,30,16,24,28,28,24
T_504,13,16,11,13,11,11,12,12,26,34,27,19,23,25,25,25,25,20,28,24,24,30,21,25,22,19,31,24,17,29,29,25
T_505,25,30,20,24,20,20,22,21,12,16,13,13,8,12,12,12,14,11,16,13,13,17,11,14,12,11,17,13,14,11,16,14
T_506,31,37,25,30,26,25,28,27,9,11,9,9,8,6,8,8,31,24,35,29,29,37,25,31,27,24,38,30,31,36,25,31
T_507,20,24,16,19,16,16,18,17,10,12,10,10,8,9,6,9,29,23,33,27,27,34,24,29,26,22,36,28,29,33,34,20
T_508,14,17,12,14,12,12,13,13,36,47,38,38,32,36,35,24,13,10,15,12,12,15,11,13,12,10,16,12,13,15,15,13
T_509,39,47,32,38,32,32,35,34,31,40,32,32,27,30,29,29,15,17,24,20,20,25,17,21,19,16,26,20,21,24,25,21
T_510,14,25,17,20,17,17,19,18,33,44,35,35,29,33,32,32,35,19,40,33,33,42,29,35,31,27,43,34,35,40,41,35
T_511,9,8,8,9,8,8,8,8,24,31,25,25,21,23,23,23,9,7,7,8,8,11,7,9,8,7,11,9,9,10,11,9
T_512,27,32,15,26,22,22,24,23,8,10,8,8,7,7,7,7,30,24,34,20,28,36,25,30,27,23,37,29,30,34,35,30
T_513,32,39,26,22,26,26,29,28,31,40,32,32,27,30,29,29,8,6,9,8,5,9,7,8,7,6,10,8,8,9,9,8
T_514,21,25,17,20,12,17,19,18,21,27,22,22,18,21,20,20,8,6,9,8,8,7,7,8,7,6,10,8,8,9,9,8
T_515,29,35,24,28,24,16,26,25,32,41,33,33,28,31,30,30,13,10,15,12,12,15,7,13,12,10,16,12,13,15,15,13
T_516,12,15,10,12,10,10,8,11,14,19,15,15,13,14,14,14,20,16,23,19,19,24,16,14,18,15,25,19,20,23,23,20
T_517,26,31,21,25,21,21,23,16,14,19,15,15,13,14,14,14,9,7,10,8,8,11,7,9,6,7,11,9,9,10,11,9
T_518,11,14,9,11,9,9,10,10,21,39,31,31,26,29,28,28,10,8,11,9,9,12,8,10,9,5,12,10,10,11,12,10
T_519,37,45,31,36,31,30,34,32,9,8,9,9,8,8,8,8,34,27,39,32,32,40,28,34,30,26,30,33,34,39,40,34
T_520,28,34,23,27,23,23,25,24,16,21,12,17,14,16,16,15,26,21,30,24,24,31,21,26,23,20,32,17,26,30,31,26
T_521,13,16,11,13,11,11,12,12,22,29,23,16,19,22,21,21,23,18,26,22,22,27,19,23,20,18,29,22,16,26,27,23
T_522,9,11,8,9,8,8,8,8,8,10,8,8,5,7,7,7,18,14,21,17,17,21,15,18,16,14,22,17,18,14,21,18
T_523,10,12,8,10,9,8,9,9,20,26,21,21,18,14,19,19,11,9,13,10,10,13,9,11,10,8,14,11,11,13,9,11
T_524,39,47,32,38,32,32,35,34,16,21,17,17,14,16,11,15,40,32,46,38,38,47,33,40,35,31,50,38,40,46,47,28
T_525,33,40,27,32,27,27,30,29,25,32,26,26,22,24,24,17,16,13,18,15,15,19,13,16,14,12,20,15,16,18,19,16
T_526,36,44,30,35,30,29,33,31,21,27,22,22,18,21,20,20,28,32,46,38,38,47,33,40,35,31,50,38,40,46,47,40
T_527,18,31,21,25,21,21,23,22,21,27,22,22,18,21,20,20,23,13,26,22,22,27,19,23,20,18,29,22,23,26,27,23
T_528,8,7,7,8,7,7,7,7,38,50,40,40,34,37,37,36,21,17,17,20,20,25,17,21,19,16,26,20,21,24,25,21
T_529,33,40,19,32,27,27,30,29,10,12,10,10,8,9,9,9,14,11,16,9,13,17,11,14,12,11,17,13,14,16,16,14
T_530,23,27,19,15,19,18,21,20,32,41,33,33,28,31,30,30,9,7,10,8,6,11,7,9,8,7,11,9,9,10,11,9
T_531,34,41,28,33,20,28,31,29,23,30,24,24,20,22,22,22,8,6,9,8,8,7,7,8,7,6,10,8,8,9,9,8
T_532,15,19,13,15,13,9,14,13,28,36,29,29,24,27,27,26,26,21,30,24,24,31,15,26,23,20,32,25,26,30,31,26
T_533,15,19,13,15,13,13,10,13,31,40,32,32,27,30,29,29,22,17,25,21,21,26,18,16,19,17,27,21,22,25,26,22
T_534,32,39,26,31,26,26,29,19,24,31,25,25,21,23,23,23,28,22,32,26,26,33,23,28,17,21,35,27,28,32,33,28
T_535,9,11,8,9,8,8,8,8,16,30,24,24,20,22,22,22,36,28,41,34,34,43,30,36,32,19,45,35,36,41,42,36
T_536,18,21,14,17,14,14,16,15,24,22,25,25,21,23,23,23,35,28,40,33,33,42,29,35,31,27,30,34,35,40,41,35
T_537,24,29,20,23,20,19,21,21,13,17,10,14,12,13,13,13,25,20,28,24,24,30,21,25,22,19,31,17,25,29,29,25
T_538,8,10,7,8,7,7,7,7,30,39,31,22,26,29,28,28,14,11,16,13,13,17,11,14,12,11,17,13,10,16,16,14
T_539,22,26,18,21,18,18,20,19,28,36,29,29,17,27,27,26,40,32,46,38,38,47,33,40,35,31,50,38,40,32,47,40
T_540,18,21,14,17,14,14,16,15,12,16,13,13,11,9,12,12,29,23,33,27,27,34,24,29,26,22,36,28,29,33,24,29
T_541,27,32,22,26,22,22,24,23,20,26,21,21,18,20,13,19,12,9,14,11,11,14,10,12,11,9,15,12,12,14,14,8
T_542,23,27,19,22,19,18,21,20,33,44,35,35,29,33,32,22,26,21,30,24,24,31,21,26,23,20,32,25,26,30,31,26
T_543,23,27,19,22,19,18,21,20,9,11,9,9,8,8,8,8,6,7,10,8,8,11,7,9,8,7,11,9,9,10,11,9
T_544,29,50,34,40,34,33,37,36,29,37,30,30,25,28,28,27,34,19,39,32,32,40,28,34,30,26,42,33,34,39,40,34
T_545,10,9,8,10,9,8,9,9,8,10,8,8,7,7,7,7,12,9,10,11,11,14,10,12,11,9,15,12,12,14,14,12
T_546,34,41,20,33,28,28,31,29,8,10,8,8,7,7,7,7,35,28,40,23,33,42,29,35,31,27,43,34,35,40,41,35
T_547,25,30,20,17,20,20,22,21,12,16,13,13,11,12,12,12,13,10,15,12,9,15,11,13,12,10,16,12,13,15,15,13
T_548,30,36,25,29,17,24,27,26,19,25,20,20,17,19,18,18,14,11,16,13,13,12,11,14,12,11,17,13,14,16,16,14
T_549,33,40,27,32,27,19,30,29,9,11,9,9,8,8,8,8,33,26,38,31,31,39,19,33,29,25,41,32,33,38,39,33
T_550,26,31,21,25,21,21,16,22,10,12,10,10,8,9,9,9,21,17,24,20,20,25,17,15,19,16,26,20,21,24,25,21
T_551,25,30,20,24,20,20,22,15,33,42,34,34,29,32,31,31,26,21,30,24,24,31,21,26,16,20,32,25,26,30,31,26
T_552,26,31,21,25,21,21,23,22,17,32,26,26,22,24,24,24,33,26,38,31,31,39,27,33,29,18,41,32,33,38,39,33
T_553,14,17,12,14,12,12,13,13,22,20,23,23,19,22,21,21,19,15,22,18,18,23,16,19,17,14,17,18,19,22,22,19
T_554,32,39,26,31,26,26,29,28,17,22,13,18,15,17,17,16,29,23,33,27,27,34,24,29,26,22,36,19,29,33,34,29
T_555,30,36,25,29,25,24,27,26,11,14,11,8,9,10,10,10,17,13,19,16,16,20,14,17,15,13,21,16,12,20,20,17
T_556,13,16,11,13,11,11,12,12,38,50,40,40,24,37,37,36,23,18,26,22,22,27,19,23,20,18,29,22,23,18,27,23
T_557,22,26,18,21,18,18,20,19,15,20,16,16,13,10,15,15,23,18,26,22,22,27,19,23,20,18,29,22,23,26,19,23
T_558,36,44,30,35,30,29,33,31,38,50,40,40,34,37,26,36,33,26,38,31,31,39,27,33,29,25,41,32,33,38,39,23
T_559,9,11,8,9,8,8,8,8,22,29,23,23,19,22,21,15,28,22,32,26,26,33,23,28,25,21,35,27,28,32,33,28
T_560,31,37,25,30,26,25,28,27,20,26,21,21,18,20,19,19,23,26,38,31,31,39,27,33,29,25,41,32,33,38,39,33
T_561,6,10,7,8,7,7,7,7,13,17,14,14,12,13,13,13,37,20,42,35,35,44,30,37,33,28,46,36,37,42,43,37
T_562,8,7,7,8,7,7,7,7,9,11,9,9,8,8,8,8,13,10,10,12,12,15,11,13,12,10,16,12,13,15,15,13
T_563,13,16,8,13,11,11,12,12,8,10,8,8,7,7,7,7,31,24,35,20,29,37,25,31,27,24,38,30,31,36,36,31
T_564,21,25,17,14,17,17,19,18,25,32,26,26,22,24,24,24,19,15,22,18,13,23,16,19,17,14,24,18,19,22,22,19
T_565,9,11,8,9,5,8,8,8,21,27,22,22,18,21,20,20,21,17,24,20,20,17,17,21,19,16,26,20,21,24,25,21
T_566,10,12,8,10,9,6,9,9,27,35,28,28,24,26,26,26,40,32,46,38,38,47,23,40,35,31,50,38,40,46,47,40
T_567,35,42,29,34,29,28,22,30,34,45,36,36,30,34,33,33,23,18,26,22,22,27,19,16,20,18,29,22,23,26,27,23
T_568,27,32,22,26,22,22,24,16,33,44,35,35,29,33,32,32,34,27,39,32,32,40,28,34,21,26,42,33,34,39,40,34
T_569,24,29,20,23,20,19,21,21,17,31,25,25,21,23,23,23,40,32,46,38,38,47,33,40,35,21,50,38,40,46,47,40
T_570,19,22,15,18,15,15,17,16,13,12,14,14,12,13,13,13,20,16,23,19,19,24,16,20,18,15,17,19,20,23,23,20
T_571,11,14,9,11,9,9,10,10,38,50,28,40,34,37,37,36,22,17,25,21,21,26,18,22,19,17,27,15,22,25,26,22
T_572,41,50,34,40,34,33,37,36,28,36,29,20,24,27,27,26,35,28,40,33,33,42,29,35,31,27,43,34,24,40,41,35
T_573,16,20,14,16,14,13,15,14,11,15,12,12,7,11,11,11,31,24,35,29,29,37,25,31,27,24,38,30,31,25,36,31
T_574,41,50,34,40,34,33,37,36,25,32,26,26,22,17,24,24,25,20,28,24,24,30,21,25,22,19,31,24,25,29,21,25
T_575,24,29,20,23,20,19,21,21,9,11,9,9,8,8,6,8,26,21,30,24,24,31,21,26,23,20,32,25,26,30,31,18
T_576,22,26,18,21,18,18,20,19,33,42,34,34,29,32,31,22,34,27,39,32,32,40,28,34,30,26,42,33,34,39,40,34
T_577,14,17,12,14,12,12,13,13,11,15,12,12,10,11,11,11,13,14,21,17,17,21,15,18,16,14,22,17,18,21,21,18
T_578,6,11,8,9,8,8,8,8,33,44,35,35,29,33,32,32,21,12,24,20,20,25,17,21,19,16,26,20,21,24,25,21
T_579,8,7,7,8,7,7,7,7,12,16,13,13,11,12,12,12,40,32,32,38,38,47,33,40,35,31,50,38,40,46,47,40
T_580,27,32,15,26,22,22,24,23,13,17,14,14,12,13,13,13,23,18,26,15,22,27,19,23,20,18,29,22,23,26,27,23
T_581,23,27,19,15,19,18,21,20,32,41,33,33,28,31,30,30,38,30,43,36,25,45,31,38,34,29,47,36,38,44,45,38
T_582,29,35,24,28,17,23,26,25,20,26,21,21,18,20,19,19,28,22,32,26,26,23,23,28,25,21,35,27,28,32,33,28
T_583,37,45,31,36,31,21,34,32,25,32,26,26,22,24,24,24,9,7,10,8,8,11,5,9,8,7,11,9,9,10,11,9
T_584,36,44,30,35,30,29,23,31,32,41,33,33,28,31,30,30,37,29,42,35,35,44,30,26,33,28,46,36,37,42,43,37
T_585,26,31,21,25,21,21,23,16,18,24,19,19,16,18,17,17,26,21,30,24,24,31,21,26,16,20,32,25,26,30,31,26
T_586,14,17,12,14,12,12,13,13,19,36,29,29,24,27,27,26,20,16,23,19,19,24,16,20,18,11,25,19,20,23,23,20
T_587,41,50,34,40,34,33,37,36,16,15,17,17,14,16,16,15,15,12,17,14,14,18,12,15,13,11,13,14,15,17,18,15
T_588,30,36,25,29,25,24,27,26,22,29,16,23,19,22,21,21,12,9,14,11,11,14,10,12,11,9,15,8,12,14,14,12
T_589,12,15,10,12,10,10,11,11,22,29,23,16,19,22,21,21,38,30,43,36,36,45,31,38,34,29,47,36,26,44,45,38
T_590,27,32,22,26,22,22,24,23,32,41,33,33,19,31,30,30,37,29,42,35,35,44,30,37,33,28,46,36,37,30,43,37
T_591,9,11,8,9,8,8,8,8,27,35,28,28,24,18,26,26,26,21,30,24,24,31,21,26,23,20,32,25,26,30,21,26
T_592,35,42,29,34,29,28,32,30,32,41,33,33,28,31,21,30,15,12,17,14,14,18,12,15,13,11,19,14,15,17,18,10
T_593,12,15,10,12,10,10,11,11,35,46,37,37,31,35,34,24,13,10,15,12,12,15,11,13,12,10,16,12,13,15,15,13
T_594,36,44,30,35,30,29,33,31,12,16,13,13,11,12,12,12,16,18,26,22,22,27,19,23,20,18,29,22,23,26,27,23
T_595,9,16,11,13,11,11,12,12,30,39,31,31,26,29,28,28,11,6,13,10,10,13,9,11,10,8,14,11,11,13,13,11
T_596,14,12,12,14,12,12,13,13,18,24,19,19,16,18,17,17,12,9,10,11,11,14,10,12,11,9,15,12,12,14,14,12
T_597,34,41,20,33,28,28,31,29,20,26,21,21,18,20,19,19,32,25,36,21,30,38,26,32,28,24,40,31,32,37,38,32
T_598,22,26,18,15,18,18,20,19,38,50,40,40,34,37,37,36,14,11,16,13,9,17,11,14,12,11,17,13,14,16,16,14
T_599,27,32,22,26,15,22,24,23,22,29,23,23,19,22,21,21,24,19,27,23,23,20,20,24,21,18,30,23,24,28,28,24
T_600,34,41,28,33,28,19,31,29,33,42,34,34,29,32,31,31,22,17,25,21,21,26,13,22,19,17,27,21,22,25,26,22
T_601,20,24,16,19,16,16,12,17,38,50,40,40,34,37,37,36,16,13,18,15,15,19,13,11,14,12,20,15,16,18,19,16
T_602,30,36,25,29,25,24,27,18,19,25,20,20,17,19,18,18,38,30,43,36,36,45,31,38,24,29,47,36,38,44,45,38
T_603,18,21,14,17,14,14,16,15,15,27,22,22,18,21,20,20,31,24,35,29,29,37,25,31,27,17,38,30,31,36,36,31
T_604,24,29,20,23,20,19,21,21,33,30,35,35,29,33,32,32,8,6,9,8,8,9,7,8,7,6,7,8,8,9,9,8
T_605,24,29,20,23,20,19,21,21,30,39,22,31,26,29,28,28,40,32,46,38,38,47,33,40,35,31,50,27,40,46,47,40
T_606,34,41,28,33,28,28,31,29,24,31,25,17,21,23,23,23,9,7,10,8,8,11,7,9,8,7,11,9,6,10,11,9
T_607,29,35,24,28,24,23,26,25,25,32,26,26,15,24,24,24,37,29,42,35,35,44,30,37,33,28,46,36,37,30,43,37
