TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15
T_772,29,26,26,36,25,22,34,17,20,19,13,14,17,19,14,14
T_773,10,9,9,12,9,8,12,8,33,44,32,32,39,45,32,34
T_774,18,16,16,22,15,14,21,15,46,30,31,31,38,44,32,33
T_775,28,25,25,35,24,21,33,23,47,44,22,32,39,45,32,34
T_776,40,36,35,50,34,31,47,33,18,17,12,8,15,17,12,13
T_777,28,25,25,35,24,21,33,23,34,32,23,23,20,33,23,24
T_778,19,17,17,24,16,15,22,16,16,16,11,11,14,11,11,12
T_779,15,14,13,19,13,11,18,13,20,19,13,14,17,19,10,14
T_780,28,25,25,35,24,21,33,23,9,9,6,6,8,9,6,5
T_781,25,23,22,31,21,19,29,21,11,10,7,7,9,10,7,8
T_782,10,13,12,17,12,11,16,12,28,27,19,19,23,27,19,20
T_783,14,9,12,17,12,11,16,12,37,36,25,26,31,36,26,27
T_784,27,24,17,34,23,21,32,23,30,29,21,21,25,29,21,22
T_785,23,21,20,20,20,18,27,19,36,34,24,25,30,35,25,26
T_786,17,15,15,21,10,13,20,14,32,30,21,22,26,30,22,23
T_787,26,23,23,32,22,14,31,22,33,31,22,22,27,31,23,24
T_788,17,15,15,21,15,13,14,14,41,39,28,28,34,39,28,29
T_789,40,36,35,50,34,31,47,23,28,27,19,19,23,27,19,20
T_790,39,35,34,48,34,30,46,33,15,20,14,14,18,20,15,15
T_791,40,36,35,50,34,31,47,33,36,24,24,25,30,35,25,26
T_792,15,14,13,19,13,11,18,13,33,31,15,22,27,31,23,24
T_793,29,26,26,36,25,22,34,24,20,19,13,10,17,19,14,14
T_794,14,13,12,17,12,11,16,12,12,11,8,8,7,11,8,8
T_795,17,15,15,21,15,13,20,14,43,41,29,30,36,29,30,31
T_796,8,7,7,10,7,6,9,7,22,21,15,15,19,21,11,16
T_797,9,8,8,11,8,7,11,8,20,19,13,14,17,19,14,10
T_798,24,22,21,30,21,18,28,20,32,30,21,22,26,30,22,23
T_799,22,29,28,40,28,25,38,27,16,16,11,11,14,16,11,12
T_800,26,16,23,32,22,20,31,22,43,41,29,30,36,41,30,31
T_801,31,28,19,39,27,24,36,26,30,29,21,21,25,29,21,22
T_802,27,24,24,23,23,21,32,23,36,34,24,25,30,35,25,26
T_803,28,25,25,35,17,21,33,23,20,19,13,14,17,19,14,14
T_804,35,32,31,43,30,19,41,29,40,38,27,27,33,38,27,29
T_805,24,22,21,30,21,18,20,20,34,32,23,23,28,33,23,24
T_806,18,16,16,22,15,14,21,11,25,23,17,17,21,24,17,18
T_807,31,28,27,39,27,24,36,26,21,28,20,20,24,28,20,21
T_808,28,25,25,35,24,21,33,23,20,13,13,14,17,19,14,14
T_809,17,15,15,21,15,13,20,14,12,11,6,8,10,11,8,8
T_810,10,9,9,12,9,8,12,8,25,23,17,12,21,24,17,18
T_811,37,33,33,46,32,28,44,31,13,12,9,9,8,12,9,9
T_812,19,17,17,24,16,15,22,16,25,23,17,17,21,16,17,18
T_813,17,15,15,21,15,13,20,14,15,14,10,10,13,15,7,11
T_814,27,24,24,34,23,21,32,23,11,10,7,7,9,10,7,5
T_815,14,13,12,17,12,11,16,12,30,29,21,21,25,29,21,22
T_816,26,33,33,46,32,28,44,31,9,9,6,6,8,9,6,7
T_817,26,16,23,32,22,20,31,22,45,42,30,30,37,43,31,32
T_818,31,28,19,39,27,24,36,26,34,32,23,23,28,33,23,24
T_819,17,15,15,15,15,13,20,14,34,32,23,23,28,33,23,24
T_820,34,31,30,42,20,26,40,28,15,14,10,10,13,15,11,11
T_821,29,26,26,36,25,16,34,24,45,42,30,30,37,43,31,32
T_822,21,19,19,26,18,16,17,18,45,42,30,30,37,43,31,32
T_823,25,23,22,31,21,19,29,15,45,42,30,30,37,43,31,32
T_824,17,15,15,21,15,13,20,14,14,19,13,14,17,19,14,14
T_825,10,9,9,12,9,8,12,8,34,23,23,23,28,33,23,24
T_826,21,19,19,26,18,16,25,18,41,39,19,28,34,39,28,29
T_827,11,10,10,14,9,8,13,9,18,17,12,8,15,17,12,13
T_828,21,19,19,26,18,16,25,18,36,34,24,25,21,35,25,26
T_829,13,12,11,16,11,10,15,11,13,12,9,9,11,9,9,9
T_830,9,8,8,11,8,7,11,8,28,27,19,19,23,27,14,20
T_831,26,23,23,32,22,20,31,22,46,43,31,31,38,44,32,23
T_832,8,7,7,10,7,6,9,7,46,43,31,31,38,44,32,33
T_833,27,34,34,47,33,29,45,32,46,43,31,31,38,44,32,33
T_834,29,18,26,36,25,22,34,24,25,23,17,17,21,24,17,18
T_835,29,26,18,36,25,22,34,24,28,27,19,19,23,27,19,20
T_836,13,12,11,11,11,10,15,11,30,29,21,21,25,29,21,22
T_837,38,34,34,47,23,29,45,32,30,29,21,21,25,29,21,22
T_838,38,34,34,47,33,20,45,32,33,31,22,22,27,31,23,24
T_839,38,34,34,47,33,29,31,32,32,30,21,22,26,30,22,23
T_840,17,15,15,21,15,13,20,10,25,23,17,17,21,24,17,18
T_841,29,26,26,36,25,22,34,24,21,29,21,21,25,29,21,22
T_842,35,32,31,43,30,27,41,29,42,28,28,29,35,40,29,30
T_843,15,14,13,19,13,11,18,13,20,19,9,14,17,19,14,14
T_844,31,28,27,39,27,24,36,26,15,14,10,7,13,15,11,11
T_845,11,10,10,14,9,8,13,9,11,10,7,7,6,10,7,8
T_846,24,22,21,30,21,18,28,20,20,19,13,14,17,13,14,14
T_847,39,35,34,48,34,30,46,33,41,39,28,28,34,39,20,29
T_848,39,35,34,48,34,30,46,33,35,33,24,24,29,34,24,18
T_849,39,35,34,48,34,30,46,33,26,24,17,18,21,25,18,18
T_850,15,19,19,26,18,16,25,18,21,20,14,14,18,20,15,15
T_851,24,15,21,30,21,18,28,20,22,21,15,15,19,21,15,16
T_852,26,23,16,32,22,20,31,22,16,16,11,11,14,16,11,12
T_853,26,23,23,23,22,20,31,22,42,40,28,29,35,40,29,30
T_854,28,25,25,35,17,21,33,23,18,17,12,12,15,17,12,13
T_855,27,24,24,34,23,14,32,23,29,28,20,20,24,28,20,21
T_856,21,19,19,26,18,16,17,18,19,18,13,13,16,18,13,13
T_857,26,23,23,32,22,20,31,15,25,23,17,17,21,24,17,18
T_858,36,32,32,45,31,28,42,30,28,38,27,27,33,38,27,29
T_859,17,15,15,21,15,13,20,14,19,12,13,13,16,18,13,13
T_860,13,12,11,16,11,10,15,11,25,23,12,17,21,24,17,18
T_861,9,8,8,11,8,7,11,8,9,9,6,4,8,9,6,7
T_862,17,15,15,21,15,13,20,14,28,27,19,19,16,27,19,20
T_863,35,32,31,43,30,27,41,29,41,39,28,28,34,27,28,29
T_864,30,27,27,37,26,23,35,25,27,26,18,18,22,26,13,19
T_865,22,20,19,27,19,17,26,18,32,30,21,22,26,30,22,16
T_866,18,16,16,22,15,14,21,15,32,30,21,22,26,30,22,23
T_867,13,17,17,24,16,15,22,16,35,33,24,24,29,34,24,25
T_868,14,9,12,17,12,11,16,12,30,29,21,21,25,29,21,22
T_869,36,32,22,45,31,28,42,30,43,41,29,30,36,41,30,31
T_870,15,14,13,13,13,11,18,13,34,32,23,23,28,33,23,24
T_871,25,23,22,31,15,19,29,21,45,42,30,30,37,43,31,32
T_872,16,14,14,20,14,9,19,13,42,40,28,29,35,40,29,30
T_873,21,19,19,26,18,16,17,18,43,41,29,30,36,41,30,31
T_874,34,31,30,42,29,26,40,20,9,9,6,6,8,9,6,7
T_875,16,14,14,20,14,12,19,13,21,29,21,21,25,29,21,22
T_876,21,19,19,26,18,16,25,18,40,26,27,27,33,38,27,29
T_877,8,7,7,10,7,6,9,7,25,23,12,17,21,24,17,18
T_878,24,22,21,30,21,18,28,20,9,9,6,4,8,9,6,7
T_879,35,32,31,43,30,27,41,29,32,30,21,22,18,30,22,23
T_880,23,21,20,29,20,18,27,19,13,12,9,9,11,9,9,9
T_881,27,24,24,34,23,21,32,23,42,40,28,29,35,40,20,30
T_882,27,24,24,34,23,21,32,23,22,21,15,15,19,21,15,11
T_883,30,27,27,37,26,23,35,25,18,17,12,12,15,17,12,13
T_884,18,23,23,32,22,20,31,22,22,21,15,15,19,21,15,16
T_885,37,23,33,46,32,28,44,31,30,29,21,21,25,29,21,22
T_886,29,26,18,36,25,22,34,24,37,36,25,26,31,36,26,27
T_887,38,34,34,33,33,29,45,32,12,11,8,8,10,11,8,8
T_888,36,32,32,45,22,28,42,30,29,28,20,20,24,28,20,21
T_889,37,33,33,46,32,20,44,31,27,26,18,18,22,26,19,19
T_890,8,7,7,10,7,6,7,7,16,16,11,11,14,16,11,12
T_891,26,23,23,32,22,20,31,15,23,22,16,16,20,22,16,17
T_892,34,31,30,42,29,26,40,28,33,44,32,32,39,45,32,34
T_893,21,19,19,26,18,16,25,18,25,16,17,17,21,24,17,18
T_894,8,7,7,10,7,6,9,7,20,19,9,14,17,19,14,14
T_895,27,24,24,34,23,21,32,23,36,34,24,17,30,35,25,26
T_896,11,10,10,14,9,8,13,9,22,21,15,15,13,21,15,16
T_897,36,32,32,45,31,28,42,30,20,19,13,14,17,13,14,14
T_898,19,17,17,24,16,15,22,16,34,32,23,23,28,33,16,24
T_899,15,14,13,19,13,11,18,13,35,33,24,24,29,34,24,18
T_900,19,17,17,24,16,15,22,16,27,26,18,18,22,26,19,19
T_901,18,23,23,32,22,20,31,22,21,20,14,14,18,20,15,15
T_902,32,20,28,40,28,25,38,27,11,10,7,7,9,10,7,8
T_903,10,9,6,12,9,8,12,8,43,41,29,30,36,41,30,31
T_904,25,23,22,22,21,19,29,21,13,12,9,9,11,12,9,9
T_905,23,21,20,29,14,18,27,19,36,34,24,25,30,35,25,26
T_906,14,13,12,17,12,8,16,12,29,28,20,20,24,28,20,21
T_907,20,18,18,25,17,15,16,17,9,9,6,6,8,9,6,7
T_908,40,36,35,50,34,31,47,23,33,31,22,22,27,31,23,24
T_909,21,19,19,26,18,16,25,18,20,27,19,19,23,27,19,20
T_910,17,15,15,21,15,13,20,14,25,16,17,17,21,24,17,18
T_911,31,28,27,39,27,24,36,26,29,28,14,20,24,28,20,21
T_912,19,17,17,24,16,15,22,16,37,36,25,18,31,36,26,27
T_913,17,15,15,21,15,13,20,14,12,11,8,8,7,11,8,8
T_914,29,26,26,36,25,22,34,24,33,31,22,22,27,22,23,24
T_915,30,27,27,37,26,23,35,25,35,33,24,24,29,34,17,25
T_916,23,21,20,29,20,18,27,19,22,21,15,15,19,21,15,11
T_917,18,16,16,22,15,14,21,15,16,16,11,11,14,16,11,12
T_918,6,8,8,11,8,7,11,8,45,42,30,30,37,43,31,32
T_919,37,23,33,46,32,28,44,31,36,34,24,25,30,35,25,26
T_920,11,10,7,14,9,8,13,9,40,38,27,27,33,38,27,29
T_921,31,28,27,27,27,24,36,26,13,12,9,9,11,12,9,9
T_922,25,23,22,31,15,19,29,21,35,33,24,24,29,34,24,25
T_923,8,7,7,10,7,4,9,7,41,39,28,28,34,39,28,29
T_924,28,25,25,35,24,21,23,23,39,37,26,26,32,37,27,28
T_925,24,22,21,30,21,18,28,14,41,39,28,28,34,39,28,29
T_926,21,19,19,26,18,16,25,18,21,28,20,20,24,28,20,21
T_927,25,23,22,31,21,19,29,21,15,10,10,10,13,15,11,11
T_928,32,29,28,40,28,25,38,27,28,27,13,19,23,27,19,20
T_929,10,9,9,12,9,8,12,8,32,30,21,15,26,30,22,23
T_930,28,25,25,35,24,21,33,23,9,9,6,6,5,9,6,7
T_931,30,27,27,37,26,23,35,25,9,9,6,6,8,6,6,7
T_932,19,17,17,24,16,15,22,16,40,38,27,27,33,38,19,29
T_933,14,13,12,17,12,11,16,12,43,41,29,30,36,41,30,22
T_934,38,34,34,47,33,29,45,32,35,33,24,24,29,34,24,25
T_935,22,28,27,39,27,24,36,26,22,21,15,15,19,21,15,16
T_936,34,21,30,42,29,26,40,28,42,40,28,29,35,40,29,30
T_937,11,10,7,14,9,8,13,9,35,33,24,24,29,34,24,25
T_938,30,27,27,26,26,23,35,25,13,12,9,9,11,12,9,9
T_939,35,32,31,43,21,27,41,29,12,11,8,8,10,11,8,8
T_940,33,30,29,41,28,18,39,28,15,14,10,10,13,15,11,11
T_941,35,32,31,43,30,27,29,29,22,21,15,15,19,21,15,16
T_942,25,23,22,31,21,19,29,15,36,34,24,25,30,35,25,26
T_943,13,12,11,16,11,10,15,11,23,31,22,22,27,31,23,24
T_944,24,22,21,30,21,18,28,20,34,23,23,23,28,33,23,24
T_945,27,24,24,34,23,21,32,23,43,41,20,30,36,41,30,31
T_946,8,7,7,10,7,6,9,7,20,19,13,10,17,19,14,14
T_947,8,7,7,10,7,6,9,7,37,36,25,26,22,36,26,27
T_948,34,31,30,42,29,26,40,28,37,36,25,26,31,25,26,27
T_949,37,33,33,46,32,28,44,31,30,29,21,21,25,29,15,22
T_950,30,27,27,37,26,23,35,25,15,14,10,10,13,15,11,8
T_951,19,17,17,24,16,15,22,16,46,43,31,31,38,44,32,33
T_952,25,32,32,45,31,28,42,30,25,23,17,17,21,24,17,18
T_953,30,19,27,37,26,23,35,25,11,10,7,7,9,10,7,8
T_954,11,10,7,14,9,8,13,9,11,10,7,7,9,10,7,8
T_955,10,9,9,9,9,8,12,8,20,19,13,14,17,19,14,14
T_956,13,12,11,16,8,10,15,11,15,14,10,10,13,15,11,11
T_957,19,17,17,24,16,10,22,16,45,42,30,30,37,43,31,32
T_958,31,28,27,39,27,24,26,26,43,41,29,30,36,41,30,31
T_959,28,25,25,35,24,21,33,16,34,32,23,23,28,33,23,24
T_960,29,26,26,36,25,22,34,24,16,21,15,15,19,21,15,16
T_961,37,33,33,46,32,28,44,31,43,29,29,30,36,41,30,31
T_962,17,15,15,21,15,13,20,14,32,30,15,22,26,30,22,23
T_963,32,29,28,40,28,25,38,27,45,42,30,21,37,43,31,32
T_964,32,29,28,40,28,25,38,27,19,18,13,13,11,18,13,13
T_965,26,23,23,32,22,20,31,22,9,9,6,6,8,6,6,7
T_966,13,12,11,16,11,10,15,11,46,43,31,31,38,44,22,33
T_967,39,35,34,48,34,30,46,33,13,12,9,9,11,12,9,6
T_968,21,19,19,26,18,16,25,18,43,41,29,30,36,41,30,31
T_969,6,8,8,11,8,7,11,8,21,20,14,14,18,20,15,15
T_970,9,6,8,11,8,7,11,8,32,30,21,22,26,30,22,23
T_971,17,15,11,21,15,13,20,14,11,10,7,7,9,10,7,8
T_972,13,12,11,11,11,10,15,11,46,43,31,31,38,44,32,33
T_973,38,34,34,47,23,29,45,32,16,16,11,11,14,16,11,12
T_974,37,33,33,46,32,20,44,31,37,36,25,26,31,36,26,27
T_975,29,26,26,36,25,22,24,24,9,9,6,6,8,9,6,7
T_976,19,17,17,24,16,15,22,11,21,20,14,14,18,20,15,15
T_977,37,33,33,46,32,28,44,31,13,18,13,13,16,18,13,13
T_978,27,24,24,34,23,21,32,23,47,31,32,32,39,45,32,34
T_979,38,34,34,47,33,29,45,32,23,22,11,16,20,22,16,17
T_980,16,14,14,20,14,12,19,13,13,12,9,6,11,12,9,9
T_981,8,7,7,10,7,6,9,7,37,36,25,26,22,36,26,27
T_982,39,35,34,48,34,30,46,33,30,29,21,21,25,20,21,22
T_983,11,10,10,14,9,8,13,9,40,38,27,27,33,38,19,29
T_984,37,33,33,46,32,28,44,31,40,38,27,27,33,38,27,20
T_985,18,16,16,22,15,14,21,15,47,44,32,32,39,45,32,34
T_986,19,24,24,34,23,21,32,23,35,33,24,24,29,34,24,25
T_987,9,6,8,11,8,7,11,8,30,29,21,21,25,29,21,22
T_988,39,35,24,48,34,30,46,33,15,14,10,10,13,15,11,11
T_989,14,13,12,12,12,11,16,12,20,19,13,14,17,19,14,14
T_990,32,29,28,40,19,25,38,27,16,16,11,11,14,16,11,12
T_991,8,7,7,10,7,4,9,7,14,13,9,10,12,13,10,10
T_992,18,16,16,22,15,14,15,15,18,17,12,12,15,17,12,13
T_993,16,14,14,20,14,12,19,9,35,33,24,24,29,34,24,25
T_994,40,36,35,50,34,31,47,33,7,9,6,6,8,9,6,7
T_995,20,18,18,25,17,15,24,17,47,31,32,32,39,45,32,34
T_996,11,10,10,14,9,8,13,9,22,21,11,15,19,21,15,16
T_997,32,29,28,40,28,25,38,27,26,24,17,12,21,25,18,18
T_998,26,23,23,32,22,20,31,22,34,32,23,23,20,33,23,24
T_999,34,31,30,42,29,26,40,28,28,27,19,19,23,19,19,20
T_1000,34,31,30,42,29,26,40,28,35,33,24,24,29,34,17,25
T_1001,40,36,35,50,34,31,47,33,21,20,14,14,18,20,15,11
T_1002,30,27,27,37,26,23,35,25,20,19,13,14,17,19,14,14
T_1003,18,23,23,32,22,20,31,22,40,38,27,27,33,38,27,29
T_1004,13,8,11,16,11,10,15,11,11,10,7,7,9,10,7,8
T_1005,17,15,11,21,15,13,20,14,9,9,6,6,8,9,6,7
T_1006,14,13,12,12,12,11,16,12,16,16,11,11,14,16,11,12
T_1007,12,11,11,15,7,9,14,10,30,29,21,21,25,29,21,22
T_1008,15,14,13,19,13,8,18,13,36,34,24,25,30,35,25,26
T_1009,30,27,27,37,26,23,25,25,37,36,25,26,31,36,26,27
T_1010,8,7,7,10,7,6,9,5,34,32,23,23,28,33,23,24
T_1011,40,36,35,50,34,31,47,33,26,36,25,26,31,36,26,27
T_1012,19,17,17,24,16,15,22,16,37,25,25,26,31,36,26,27
T_1013,22,20,19,27,19,17,26,18,43,41,20,30,36,41,30,31
T_1014,29,26,26,36,25,22,34,24,35,33,24,17,29,34,24,25
T_1015,24,22,21,30,21,18,28,20,47,44,32,32,27,45,32,34
T_1016,30,27,27,37,26,23,35,25,26,24,17,18,21,17,18,18
T_1017,18,16,16,22,15,14,21,15,37,36,25,26,31,36,18,27
T_1018,17,15,15,21,15,13,20,14,30,29,21,21,25,29,21,15
T_1019,34,31,30,42,29,26,40,28,13,12,9,9,11,12,9,9
T_1020,6,8,8,11,8,7,11,8,20,19,13,14,17,19,14,14
T_1021,8,5,7,10,7,6,9,7,29,28,20,20,24,28,20,21
T_1022,14,13,9,17,12,11,16,12,41,39,28,28,34,39,28,29
T_1023,26,23,23,23,22,20,31,22,9,9,6,6,8,9,6,7
T_1024,31,28,27,39,19,24,36,26,14,13,9,10,12,13,10,10
T_1025,32,29,28,40,28,17,38,27,30,29,21,21,25,29,21,22
T_1026,29,26,26,36,25,22,24,24,36,34,24,25,30,35,25,26
T_1027,32,29,28,40,28,25,38,19,45,42,30,30,37,43,31,32
T_1028,32,29,28,40,28,25,38,27,19,26,18,18,22,26,19,19
T_1029,37,33,33,46,32,28,44,31,23,16,16,16,20,22,16,17
T_1030,30,27,27,37,26,23,35,25,22,21,11,15,19,21,15,16
T_1031,40,36,35,50,34,31,47,33,37,36,25,18,31,36,26,27
T_1032,22,20,19,27,19,17,26,18,40,38,27,27,23,38,27,29
T_1033,32,29,28,40,28,25,38,27,45,42,30,30,37,30,31,32
T_1034,26,23,23,32,22,20,31,22,34,32,23,23,28,33,16,24
T_1035,11,10,10,14,9,8,13,9,9,9,6,6,8,9,6,5
T_1036,17,15,15,21,15,13,20,14,47,44,32,32,39,45,32,34
T_1037,17,23,22,31,21,19,29,21,28,27,19,19,23,27,19,20
T_1038,35,22,31,43,30,27,41,29,34,32,23,23,28,33,23,24
T_1039,8,7,5,10,7,6,9,7,37,36,25,26,31,36,26,27
T_1040,12,11,11,10,10,9,14,10,23,22,16,16,20,22,16,17
T_1041,26,23,23,32,16,20,31,22,12,11,8,8,10,11,8,8
T_1042,31,28,27,39,27,17,36,26,43,41,29,30,36,41,30,31
T_1043,38,34,34,47,33,29,31,32,33,31,22,22,27,31,23,24
T_1044,23,21,20,29,20,18,27,13,45,42,30,30,37,43,31,32
T_1045,20,18,18,25,17,15,24,17,21,28,20,20,24,28,20,21
T_1046,19,17,17,24,16,15,22,16,37,25,25,26,31,36,26,27
T_1047,32,29,28,40,28,25,38,27,47,44,22,32,39,45,32,34
T_1048,34,31,30,42,29,26,40,28,18,17,12,8,15,17,12,13
T_1049,38,34,34,47,33,29,45,32,41,39,28,28,24,39,28,29
T_1050,29,26,26,36,25,22,34,24,30,29,21,21,25,20,21,22
T_1051,8,7,7,10,7,6,9,7,23,22,16,16,20,22,11,17
T_1052,40,36,35,50,34,31,47,33,23,22,16,16,20,22,16,12
T_1053,24,22,21,30,21,18,28,20,21,20,14,14,18,20,15,15
T_1054,20,26,26,36,25,22,34,24,41,39,28,28,34,39,28,29
T_1055,32,20,28,40,28,25,38,27,40,38,27,27,33,38,27,29
T_1056,20,18,12,25,17,15,24,17,9,9,6,6,8,9,6,7
T_1057,10,9,9,9,9,8,12,8,25,23,17,17,21,24,17,18
T_1058,37,33,33,46,22,28,44,31,41,39,28,28,34,39,28,29
T_1059,28,25,25,35,24,15,33,23,33,31,22,22,27,31,23,24
T_1060,38,34,34,47,33,29,31,32,35,33,24,24,29,34,24,25
T_1061,25,23,22,31,21,19,29,15,36,34,24,25,30,35,25,26
T_1062,32,29,28,40,28,25,38,27,7,10,7,7,9,10,7,8
T_1063,40,36,35,50,34,31,47,33,22,15,15,15,19,21,15,16
T_1064,15,14,13,19,13,11,18,13,15,14,7,10,13,15,11,11
T_1065,35,32,31,43,30,27,41,29,16,16,11,8,14,16,11,12
T_1066,26,23,23,32,22,20,31,22,16,16,11,11,10,16,11,12
T_1067,20,18,18,25,17,15,24,17,29,28,20,20,24,20,20,21
T_1068,20,18,18,25,17,15,24,17,47,44,32,32,39,45,23,34
T_1069,18,16,16,22,15,14,21,15,14,13,9,10,12,13,10,7
T_1070,35,32,31,43,30,27,41,29,14,13,9,10,12,13,10,10
T_1071,24,31,30,42,29,26,40,28,9,9,6,6,8,9,6,7
T_1072,8,5,7,10,7,6,9,7,27,26,18,18,22,26,19,19
T_1073,21,19,13,26,18,16,25,18,16,16,11,11,14,16,11,12
T_1074,35,32,31,30,30,27,41,29,25,23,17,17,21,24,17,18
T_1075,28,25,25,35,17,21,33,23,35,33,24,24,29,34,24,25
T_1076,30,27,27,37,26,16,35,25,43,41,29,30,36,41,30,31
T_1077,31,28,27,39,27,24,26,26,41,39,28,28,34,39,28,29
T_1078,9,8,8,11,8,7,11,5,34,32,23,23,28,33,23,24
T_1079,19,17,17,24,16,15,22,16,16,22,16,16,20,22,16,17
T_1080,13,12,11,16,11,10,15,11,32,21,21,22,26,30,22,23
T_1081,14,13,12,17,12,11,16,12,14,13,7,10,12,13,10,10
T_1082,14,13,12,17,12,11,16,12,9,9,6,4,8,9,6,7
T_1083,25,23,22,31,21,19,29,21,14,13,9,10,8,13,10,10
T_1084,40,36,35,50,34,31,47,33,27,26,18,18,22,18,19,19
T_1085,12,11,11,15,10,9,14,10,42,40,28,29,35,40,20,30
T_1086,12,11,11,15,10,9,14,10,21,20,14,14,18,20,15,11
T_1087,8,7,7,10,7,6,9,7,45,42,30,30,37,43,31,32
T_1088,16,21,20,29,20,18,27,19,22,21,15,15,19,21,15,16
T_1089,14,9,12,17,12,11,16,12,39,37,26,26,32,37,27,28
T_1090,21,19,13,26,18,16,25,18,47,44,32,32,39,45,32,34
T_1091,30,27,27,26,26,23,35,25,35,33,24,24,29,34,24,25
T_1092,37,33,33,46,22,28,44,31,22,21,15,15,19,21,15,16
T_1093,35,32,31,43,30,19,41,29,21,20,14,14,18,20,15,15
T_1094,29,26,26,36,25,22,24,24,34,32,23,23,28,33,23,24
T_1095,20,18,18,25,17,15,24,12,14,13,9,10,12,13,10,10
T_1096,27,24,24,34,23,21,32,23,12,17,12,12,15,17,12,13
T_1097,12,11,11,15,10,9,14,10,23,16,16,16,20,22,16,17
T_1098,8,7,7,10,7,6,9,7,22,21,11,15,19,21,15,16
T_1099,12,11,11,15,10,9,14,10,43,41,29,21,36,41,30,31
T_1100,23,21,20,29,20,18,27,19,46,43,31,31,27,44,32,33
T_1101,36,32,32,45,31,28,42,30,41,39,28,28,34,27,28,29
T_1102,18,16,16,22,15,14,21,15,15,14,10,10,13,15,7,11
T_1103,38,34,34,47,33,29,45,32,40,38,27,27,33,38,27,20
T_1104,19,17,17,24,16,15,22,16,21,20,14,14,18,20,15,15
T_1105,23,30,29,41,28,25,39,28,23,22,16,16,20,22,16,17
T_1106,40,25,35,50,34,31,47,33,34,32,23,23,28,33,23,24
T_1107,30,27,19,37,26,23,35,25,18,17,12,12,15,17,12,13
T_1108,19,17,17,17,16,15,22,16,47,44,32,32,39,45,32,34
T_1109,18,16,16,22,11,14,21,15,19,18,13,13,16,18,13,13
T_1110,29,26,26,36,25,16,34,24,45,42,30,30,37,43,31,32
T_1111,12,11,11,15,10,9,10,10,9,9,6,6,8,9,6,7
T_1112,15,14,13,19,13,11,18,9,34,32,23,23,28,33,23,24
T_1113,20,18,18,25,17,15,24,17,32,43,31,31,38,44,32,33
T_1114,19,17,17,24,16,15,22,16,9,6,6,6,8,9,6,7
T_1115,37,33,33,46,32,28,44,31,37,36,18,26,31,36,26,27
T_1116,39,35,34,48,34,30,46,33,14,13,9,7,12,13,10,10
T_1117,35,32,31,43,30,27,41,29,28,27,19,19,16,27,19,20
T_1118,13,12,11,16,11,10,15,11,22,21,15,15,19,15,15,16
T_1119,34,31,30,42,29,26,40,28,35,33,24,24,29,34,17,25
T_1120,18,16,16,22,15,14,21,15,35,33,24,24,29,34,24,18
T_1121,20,18,18,25,17,15,24,17,33,31,22,22,27,31,23,24
T_1122,20,26,26,36,25,22,34,24,29,28,20,20,24,28,20,21
T_1123,15,9,13,19,13,11,18,13,22,21,15,15,19,21,15,16
T_1124,40,36,25,50,34,31,47,33,23,22,16,16,20,22,16,17
T_1125,16,14,14,14,14,12,19,13,25,23,17,17,21,24,17,18
T_1126,38,34,34,47,23,29,45,32,26,24,17,18,21,25,18,18
T_1127,8,7,7,10,7,4,9,7,9,9,6,6,8,9,6,7
T_1128,29,26,26,36,25,22,24,24,20,19,13,14,17,19,14,14
T_1129,39,35,34,48,34,30,46,23,45,42,30,30,37,43,31,32
T_1130,8,7,7,10,7,6,9,7,9,12,9,9,11,12,9,9
T_1131,32,29,28,40,28,25,38,27,19,12,13,13,16,18,13,13
T_1132,12,11,11,15,10,9,14,10,29,28,14,20,24,28,20,21
T_1133,24,22,21,30,21,18,28,20,11,10,7,5,9,10,7,8
T_1134,19,17,17,24,16,15,22,16,26,24,17,18,15,25,18,18
T_1135,30,27,27,37,26,23,35,25,39,37,26,26,32,26,27,28
T_1136,30,27,27,37,26,23,35,25,26,24,17,18,21,25,12,18
T_1137,28,25,25,35,24,21,33,23,47,44,32,32,39,45,32,24
T_1138,25,23,22,31,21,19,29,21,13,12,9,9,11,12,9,9
T_1139,13,17,17,24,16,15,22,16,37,36,25,26,31,36,26,27
T_1140,20,13,18,25,17,15,24,17,19,18,13,13,16,18,13,13
T_1141,21,19,13,26,18,16,25,18,45,42,30,30,37,43,31,32
T_1142,22,20,19,19,19,17,26,18,39,37,26,26,32,37,27,28
T_1143,8,7,7,10,5,6,9,7,15,14,10,10,13,15,11,11
T_1144,17,15,15,21,15,9,20,14,32,30,21,22,26,30,22,23
T_1145,38,34,34,47,33,29,31,32,15,14,10,10,13,15,11,11
T_1146,11,10,10,14,9,8,13,6,26,24,17,18,21,25,18,18
T_1147,16,14,14,20,14,12,19,13,24,32,23,23,28,33,23,24
T_1148,25,23,22,31,21,19,29,21,19,12,13,13,16,18,13,13
T_1149,9,8,8,11,8,7,11,8,32,30,15,22,26,30,22,23
T_1150,22,20,19,27,19,17,26,18,39,37,26,19,32,37,27,28
T_1151,33,30,29,41,28,25,39,28,14,13,9,10,8,13,10,10
T_1152,22,20,19,27,19,17,26,18,20,19,13,14,17,13,14,14
T_1153,40,36,35,50,34,31,47,33,35,33,24,24,29,34,17,25
