TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15
T_2008,10,7,5,11,9,8,10,8,9,9,11,11,8,8,9,7
T_2009,36,25,25,27,34,28,37,29,32,32,41,39,29,29,32,25
T_2010,39,28,27,42,26,31,41,32,35,35,44,43,32,32,35,27
T_2011,16,12,11,18,16,9,17,13,14,15,18,18,13,13,14,11
T_2012,12,8,8,13,11,9,9,10,11,11,14,13,10,10,11,8
T_2013,30,22,21,33,29,24,32,17,27,27,34,33,25,25,27,21
T_2014,27,19,19,29,26,22,28,22,17,24,31,30,22,22,24,19
T_2015,9,6,6,9,8,7,9,7,8,5,10,10,7,7,8,6
T_2016,39,28,27,42,38,31,41,32,35,35,31,43,32,32,35,27
T_2017,20,15,14,22,20,16,21,17,18,19,23,16,17,17,18,14
T_2018,20,15,14,22,20,16,21,17,18,19,23,23,12,17,18,14
T_2019,14,10,10,15,14,11,15,11,12,13,16,16,12,8,12,10
T_2020,22,15,15,23,21,17,23,18,19,20,25,24,18,18,13,15
T_2021,41,29,29,44,40,33,43,34,36,37,47,45,34,34,37,20
T_2022,17,12,12,19,17,14,18,14,15,16,20,19,14,14,15,12
T_2023,27,28,27,42,38,31,41,32,35,35,44,43,32,32,35,27
T_2024,40,20,28,43,39,32,42,33,36,36,45,44,33,33,36,28
T_2025,27,19,13,29,26,22,28,22,24,24,31,30,22,22,24,19
T_2026,29,21,21,22,28,23,30,24,26,26,33,32,24,24,26,20
T_2027,27,19,19,29,18,22,28,22,24,24,31,30,22,22,24,19
T_2028,18,13,13,20,18,10,19,15,16,17,21,20,15,15,16,13
T_2029,43,31,30,47,42,34,32,35,38,39,49,48,36,36,38,30
T_2030,10,7,7,11,9,8,10,6,9,9,11,11,8,8,9,7
T_2031,9,6,6,9,8,7,9,7,5,8,10,10,7,7,8,6
T_2032,24,17,17,26,23,19,25,19,21,15,27,26,20,20,21,17
T_2033,24,17,17,26,23,19,25,19,21,21,19,26,20,20,21,17
T_2034,9,6,6,9,8,7,9,7,8,8,10,7,7,7,8,6
T_2035,40,29,28,43,39,32,42,33,36,36,45,44,23,33,36,28
T_2036,39,28,27,42,38,31,41,32,35,35,44,43,32,22,35,27
T_2037,40,29,28,43,39,32,42,33,36,36,45,44,33,33,25,28
T_2038,41,29,29,44,40,33,43,34,36,37,47,45,34,34,37,20
T_2039,17,12,12,19,17,14,18,14,15,16,20,19,14,14,15,12
T_2040,30,31,30,47,42,34,45,35,38,39,49,48,36,36,38,30
T_2041,33,17,24,36,32,27,35,27,30,30,38,37,28,28,30,23
T_2042,27,19,13,29,26,22,28,22,24,24,31,30,22,22,24,19
T_2043,31,22,22,24,30,25,33,26,28,28,36,35,26,26,28,22
T_2044,28,20,20,30,19,22,29,23,25,25,32,31,23,23,25,20
T_2045,29,21,21,32,28,16,30,24,26,26,33,32,24,24,26,20
T_2046,34,25,24,37,33,28,25,28,31,31,39,38,28,28,31,24
T_2047,24,17,17,26,23,19,25,14,21,21,27,26,20,20,21,17
T_2048,40,29,28,43,39,32,42,33,25,36,45,44,33,33,36,28
T_2049,16,12,11,18,16,13,17,13,14,10,18,18,13,13,14,11
T_2050,11,8,8,12,10,9,11,9,10,10,9,12,9,9,10,8
T_2051,33,24,24,36,32,27,35,27,30,30,38,26,28,28,30,23
T_2052,43,31,30,47,42,34,45,35,38,39,49,48,25,36,38,30
T_2053,27,19,19,29,26,22,28,22,24,24,31,30,22,16,24,19
T_2054,31,22,22,34,30,25,33,26,28,28,36,35,26,26,20,22
T_2055,9,6,6,9,8,7,9,7,8,8,10,10,7,7,8,4
T_2056,33,24,24,36,32,27,35,27,30,30,38,37,28,28,30,23
T_2057,23,23,23,35,31,26,34,26,29,29,37,36,27,27,29,23
T_2058,27,14,19,29,26,22,28,22,24,24,31,30,22,22,24,19
T_2059,14,10,7,15,14,11,15,11,12,13,16,16,12,12,12,10
T_2060,39,28,27,29,38,31,41,32,35,35,44,43,32,32,35,27
T_2061,22,15,15,23,15,17,23,18,19,20,25,24,18,18,19,15
T_2062,23,16,16,25,22,13,24,19,20,20,26,25,19,19,20,16
T_2063,14,10,10,15,14,11,10,11,12,13,16,16,12,12,12,10
T_2064,20,15,14,22,20,16,21,12,18,19,23,23,17,17,18,14
T_2065,37,26,26,40,35,29,38,30,23,33,42,41,30,30,33,26
T_2066,10,7,7,11,9,8,10,8,9,6,11,11,8,8,9,7
T_2067,17,12,12,19,17,14,18,14,15,16,14,19,14,14,15,12
T_2068,42,30,30,46,41,34,44,34,37,38,48,33,35,35,37,29
T_2069,18,13,13,20,18,15,19,15,16,17,21,20,11,15,16,13
T_2070,12,8,8,13,11,9,12,10,11,11,14,13,10,7,11,8
T_2071,14,10,10,15,14,11,15,11,12,13,16,16,12,12,9,10
T_2072,42,30,30,46,41,34,44,34,37,38,48,47,35,35,37,21
T_2073,25,18,17,27,24,20,26,20,22,22,28,28,20,20,22,17
T_2074,20,21,21,32,28,23,30,24,26,26,33,32,24,24,26,20
T_2075,15,8,11,16,15,12,16,12,13,14,17,17,12,12,13,11
T_2076,10,7,5,11,9,8,10,8,9,9,11,11,8,8,9,7
T_2077,31,22,22,24,30,25,33,26,28,28,36,35,26,26,28,22
T_2078,41,29,29,44,28,33,43,34,36,37,47,45,34,34,37,29
T_2079,25,18,17,27,24,14,26,20,22,22,28,28,20,20,22,17
T_2080,32,23,23,35,31,26,24,26,29,29,37,36,27,27,29,23
T_2081,29,21,21,32,28,23,30,17,26,26,33,32,24,24,26,20
T_2082,10,7,7,11,9,8,10,8,6,9,11,11,8,8,9,7
T_2083,42,30,30,46,41,34,44,34,37,27,48,47,35,35,37,29
T_2084,30,22,21,33,29,24,32,25,27,27,24,33,25,25,27,21
T_2085,32,23,23,35,31,26,34,26,29,29,37,25,27,27,29,23
T_2086,28,20,20,30,27,22,29,23,25,25,32,31,16,23,25,20
T_2087,28,20,20,30,27,22,29,23,25,25,32,31,23,16,25,20
T_2088,19,14,14,21,19,16,20,16,17,18,22,22,16,16,12,14
T_2089,38,27,27,41,37,30,39,31,34,34,43,42,31,31,34,18
T_2090,33,24,24,36,32,27,35,27,30,30,38,37,28,28,30,23
T_2091,8,8,8,12,10,9,11,9,10,10,12,12,9,9,10,8
T_2092,25,12,17,27,24,20,26,20,22,22,28,28,20,20,22,17
T_2093,18,13,9,20,18,15,19,15,16,17,21,20,15,15,16,13
T_2094,25,18,17,19,24,20,26,20,22,22,28,28,20,20,22,17
T_2095,42,30,30,46,28,34,44,34,37,38,48,47,35,35,37,29
T_2096,25,18,17,27,24,14,26,20,22,22,28,28,20,20,22,17
T_2097,17,12,12,19,17,14,13,14,15,16,20,19,14,14,15,12
T_2098,23,16,16,25,22,18,24,13,20,20,26,25,19,19,20,16
T_2099,19,14,14,21,19,16,20,16,12,18,22,22,16,16,17,14
T_2100,29,21,21,32,28,23,30,24,26,18,33,32,24,24,26,20
T_2101,13,9,9,14,13,10,14,11,12,12,10,14,11,11,12,9
T_2102,17,12,12,19,17,14,18,14,15,16,20,13,14,14,15,12
T_2103,14,10,10,15,14,11,15,11,12,13,16,16,8,12,12,10
T_2104,20,15,14,22,20,16,21,17,18,19,23,23,17,12,18,14
T_2105,12,8,8,13,11,9,12,10,11,11,14,13,10,10,7,8
T_2106,36,25,25,39,34,28,37,29,32,32,41,39,29,29,32,17
T_2107,39,28,27,42,38,31,41,32,35,35,44,43,32,32,35,27
T_2108,14,14,14,21,19,16,20,16,17,18,22,22,16,16,17,14
T_2109,30,15,21,33,29,24,32,25,27,27,34,33,25,25,27,21
T_2110,9,6,4,9,8,7,9,7,8,8,10,10,7,7,8,6
T_2111,42,30,30,32,41,34,44,34,37,38,48,47,35,35,37,29
T_2112,11,8,8,12,7,9,11,9,10,10,12,12,9,9,10,8
T_2113,22,15,15,23,21,12,23,18,19,20,25,24,18,18,19,15
T_2114,26,19,18,28,25,21,19,21,23,23,29,29,21,21,23,18
T_2115,41,29,29,44,40,33,43,23,36,37,47,45,34,34,37,29
T_2116,25,18,17,27,24,20,26,20,15,22,28,28,20,20,22,17
T_2117,25,18,17,27,24,20,26,20,22,16,28,28,20,20,22,17
T_2118,17,12,12,19,17,14,18,14,15,16,14,19,14,14,15,12
T_2119,16,12,11,18,16,13,17,13,14,15,18,13,13,13,14,11
T_2120,11,8,8,12,10,9,11,9,10,10,12,12,6,9,10,8
T_2121,36,25,25,39,34,28,37,29,32,32,41,39,29,21,32,25
T_2122,9,6,6,9,8,7,9,7,8,8,10,10,7,7,5,6
T_2123,28,20,20,30,27,22,29,23,25,25,32,31,23,23,25,14
T_2124,16,12,11,18,16,13,17,13,14,15,18,18,13,13,14,11
T_2125,29,30,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_2126,43,22,30,47,42,34,45,35,38,39,49,48,36,36,38,30
T_2127,25,18,12,27,24,20,26,20,22,22,28,28,20,20,22,17
T_2128,10,7,7,7,9,8,10,8,9,9,11,11,8,8,9,7
T_2129,13,9,9,14,9,10,14,11,12,12,15,14,11,11,12,9
T_2130,33,24,24,36,32,19,35,27,30,30,38,37,28,28,30,23
T_2131,11,8,8,12,10,9,8,9,10,10,12,12,9,9,10,8
T_2132,27,19,19,29,26,22,28,15,24,24,31,30,22,22,24,19
T_2133,12,8,8,13,11,9,12,10,7,11,14,13,10,10,11,8
T_2134,18,13,13,20,18,15,19,15,16,12,21,20,15,15,16,13
T_2135,30,22,21,33,29,24,32,25,27,27,24,33,25,25,27,21
T_2136,24,17,17,26,23,19,25,19,21,21,27,18,20,20,21,17
T_2137,33,24,24,36,32,27,35,27,30,30,38,37,19,28,30,23
T_2138,10,7,7,11,9,8,10,8,9,9,11,11,8,6,9,7
T_2139,40,29,28,43,39,32,42,33,36,36,45,44,33,33,25,28
T_2140,17,12,12,19,17,14,18,14,15,16,20,19,14,14,15,8
T_2141,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,22
T_2142,23,23,23,35,31,26,34,26,29,29,37,36,27,27,29,23
T_2143,27,14,19,29,26,22,28,22,24,24,31,30,22,22,24,19
T_2144,43,31,21,47,42,34,45,35,38,39,49,48,36,36,38,30
T_2145,38,27,27,29,37,30,39,31,34,34,43,42,31,31,34,26
T_2146,32,23,23,35,22,26,34,26,29,29,37,36,27,27,29,23
T_2147,18,13,13,20,18,10,19,15,16,17,21,20,15,15,16,13
T_2148,26,19,18,28,25,21,19,21,23,23,29,29,21,21,23,18
T_2149,32,23,23,35,31,26,34,19,29,29,37,36,27,27,29,23
T_2150,17,12,12,19,17,14,18,14,11,16,20,19,14,14,15,12
T_2151,11,8,8,12,10,9,11,9,10,7,12,12,9,9,10,8
T_2152,27,19,19,29,26,22,28,22,24,24,21,30,22,22,24,19
T_2153,24,17,17,26,23,19,25,19,21,21,27,18,20,20,21,17
T_2154,10,7,7,11,9,8,10,8,9,9,11,11,6,8,9,7
T_2155,37,26,26,40,35,29,38,30,33,33,42,41,30,21,33,26
T_2156,34,25,24,37,33,28,36,28,31,31,39,38,28,28,22,24
T_2157,9,6,6,9,8,7,9,7,8,8,10,10,7,7,8,4
T_2158,40,29,28,43,39,32,42,33,36,36,45,44,33,33,36,28
T_2159,25,25,25,39,34,28,37,29,32,32,41,39,29,29,32,25
T_2160,32,16,23,35,31,26,34,26,29,29,37,36,27,27,29,23
T_2161,34,25,17,37,33,28,36,28,31,31,39,38,28,28,31,24
T_2162,18,13,13,14,18,15,19,15,16,17,21,20,15,15,16,13
T_2163,42,30,30,46,28,34,44,34,37,38,48,47,35,35,37,29
T_2164,30,22,21,33,29,17,32,25,27,27,34,33,25,25,27,21
T_2165,40,29,28,43,39,32,29,33,36,36,45,44,33,33,36,28
T_2166,41,29,29,44,40,33,43,23,36,37,47,45,34,34,37,29
T_2167,11,8,8,12,10,9,11,9,7,10,12,12,9,9,10,8
T_2168,14,10,10,15,14,11,15,11,12,9,16,16,12,12,12,10
T_2169,26,19,18,28,25,21,27,21,23,23,21,29,21,21,23,18
T_2170,12,8,8,13,11,9,12,10,11,11,14,9,10,10,11,8
T_2171,15,11,11,16,15,12,16,12,13,14,17,17,9,12,13,11
T_2172,23,16,16,25,22,18,24,19,20,20,26,25,19,13,20,16
T_2173,39,28,27,42,38,31,41,32,35,35,44,43,32,32,24,27
T_2174,17,12,12,19,17,14,18,14,15,16,20,19,14,14,15,8
T_2175,43,31,30,47,42,34,45,35,38,39,49,48,36,36,38,30
T_2176,8,8,8,13,11,9,12,10,11,11,14,13,10,10,11,8
T_2177,19,10,14,21,19,16,20,16,17,18,22,22,16,16,17,14
T_2178,18,13,9,20,18,15,19,15,16,17,21,20,15,15,16,13
T_2179,20,15,14,16,20,16,21,17,18,19,23,23,17,17,18,14
T_2180,22,15,15,23,15,17,23,18,19,20,25,24,18,18,19,15
T_2181,34,25,24,37,33,19,36,28,31,31,39,38,28,28,31,24
T_2182,25,18,17,27,24,20,18,20,22,22,28,28,20,20,22,17
T_2183,20,15,14,22,20,16,21,12,18,19,23,23,17,17,18,14
T_2184,9,6,6,9,8,7,9,7,5,8,10,10,7,7,8,6
T_2185,10,7,7,11,9,8,10,8,9,6,11,11,8,8,9,7
T_2186,43,31,30,47,42,34,45,35,38,39,34,48,36,36,38,30
T_2187,13,9,9,14,13,10,14,11,12,12,15,10,11,11,12,9
T_2188,36,25,25,39,34,28,37,29,32,32,41,39,21,29,32,25
T_2189,28,20,20,30,27,22,29,23,25,25,32,31,23,16,25,20
T_2190,14,10,10,15,14,11,15,11,12,13,16,16,12,12,9,10
T_2191,20,15,14,22,20,16,21,17,18,19,23,23,17,17,18,10
T_2192,39,28,27,42,38,31,41,32,35,35,44,43,32,32,35,27
T_2193,17,17,17,26,23,19,25,19,21,21,27,26,20,20,21,17
T_2194,30,15,21,33,29,24,32,25,27,27,34,33,25,25,27,21
T_2195,40,29,20,43,39,32,42,33,36,36,45,44,33,33,36,28
T_2196,39,28,27,29,38,31,41,32,35,35,44,43,32,32,35,27
T_2197,10,7,7,11,7,8,10,8,9,9,11,11,8,8,9,7
T_2198,29,21,21,32,28,16,30,24,26,26,33,32,24,24,26,20
T_2199,15,11,11,16,15,12,11,12,13,14,17,17,12,12,13,11
T_2200,28,20,20,30,27,22,29,16,25,25,32,31,23,23,25,20
T_2201,34,25,24,37,33,28,36,28,22,31,39,38,28,28,31,24
T_2202,11,8,8,12,10,9,11,9,10,7,12,12,9,9,10,8
T_2203,34,25,24,37,33,28,36,28,31,31,27,38,28,28,31,24
T_2204,23,16,16,25,22,18,24,19,20,20,26,18,19,19,20,16
T_2205,31,22,22,34,30,25,33,26,28,28,36,35,18,26,28,22
T_2206,42,30,30,46,41,34,44,34,37,38,48,47,35,24,37,29
T_2207,32,23,23,35,31,26,34,26,29,29,37,36,27,27,20,23
T_2208,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,15
T_2209,14,10,10,15,14,11,15,11,12,13,16,16,12,12,12,10
T_2210,7,7,7,11,9,8,10,8,9,9,11,11,8,8,9,7
T_2211,42,21,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_2212,13,9,6,14,13,10,14,11,12,12,15,14,11,11,12,9
T_2213,33,24,24,25,32,27,35,27,30,30,38,37,28,28,30,23
T_2214,25,18,17,27,17,20,26,20,22,22,28,28,20,20,22,17
T_2215,10,7,7,11,9,5,10,8,9,9,11,11,8,8,9,7
T_2216,41,29,29,44,40,33,30,34,36,37,47,45,34,34,37,29
T_2217,43,31,30,47,42,34,45,25,38,39,49,48,36,36,38,30
T_2218,16,12,11,18,16,13,17,13,10,15,18,18,13,13,14,11
T_2219,24,17,17,26,23,19,25,19,21,15,27,26,20,20,21,17
T_2220,37,26,26,40,35,29,38,30,33,33,29,41,30,30,33,26
T_2221,29,21,21,32,28,23,30,24,26,26,33,23,24,24,26,20
T_2222,27,19,19,29,26,22,28,22,24,24,31,30,16,22,24,19
T_2223,19,14,14,21,19,16,20,16,17,18,22,22,16,11,17,14
T_2224,25,18,17,27,24,20,26,20,22,22,28,28,20,20,15,17
T_2225,12,8,8,13,11,9,12,10,11,11,14,13,10,10,11,6
T_2226,33,24,24,36,32,27,35,27,30,30,38,37,28,28,30,23
T_2227,11,11,11,16,15,12,16,12,13,14,17,17,12,12,13,11
T_2228,16,8,11,18,16,13,17,13,14,15,18,18,13,13,14,11
T_2229,28,20,14,30,27,22,29,23,25,25,32,31,23,23,25,20
T_2230,33,24,24,25,32,27,35,27,30,30,38,37,28,28,30,23
T_2231,32,23,23,35,22,26,34,26,29,29,37,36,27,27,29,23
T_2232,14,10,10,15,14,8,15,11,12,13,16,16,12,12,12,10
T_2233,36,25,25,39,34,28,26,29,32,32,41,39,29,29,32,25
T_2234,13,9,9,14,13,10,14,7,12,12,15,14,11,11,12,9
T_2235,24,17,17,26,23,19,25,19,15,21,27,26,20,20,21,17
T_2236,10,7,7,11,9,8,10,8,9,6,11,11,8,8,9,7
T_2237,36,25,25,39,34,28,37,29,32,32,28,39,29,29,32,25
T_2238,33,24,24,36,32,27,35,27,30,30,38,26,28,28,30,23
T_2239,22,15,15,23,21,17,23,18,19,20,25,24,12,18,19,15
T_2240,40,29,28,43,39,32,42,33,36,36,45,44,33,23,36,28
T_2241,14,10,10,15,14,11,15,11,12,13,16,16,12,12,9,10
T_2242,9,6,6,9,8,7,9,7,8,8,10,10,7,7,8,4
T_2243,24,17,17,26,23,19,25,19,21,21,27,26,20,20,21,17
T_2244,11,11,11,16,15,12,16,12,13,14,17,17,12,12,13,11
T_2245,38,19,27,41,37,30,39,31,34,34,43,42,31,31,34,26
T_2246,18,13,9,20,18,15,19,15,16,17,21,20,15,15,16,13
T_2247,18,13,13,14,18,15,19,15,16,17,21,20,15,15,16,13
T_2248,9,6,6,9,6,7,9,7,8,8,10,10,7,7,8,6
T_2249,10,7,7,11,9,5,10,8,9,9,11,11,8,8,9,7
T_2250,10,7,7,11,9,8,7,8,9,9,11,11,8,8,9,7
T_2251,32,23,23,35,31,26,34,19,29,29,37,36,27,27,29,23
T_2252,28,20,20,30,27,22,29,23,17,25,32,31,23,23,25,20
T_2253,43,31,30,47,42,34,45,35,38,27,49,48,36,36,38,30
T_2254,38,27,27,41,37,30,39,31,34,34,30,42,31,31,34,26
T_2255,43,31,30,47,42,34,45,35,38,39,49,33,36,36,38,30
T_2256,26,19,18,28,25,21,27,21,23,23,29,29,15,21,23,18
T_2257,41,29,29,44,40,33,43,34,36,37,47,45,34,24,37,29
T_2258,22,15,15,23,21,17,23,18,19,20,25,24,18,18,13,15
T_2259,9,6,6,9,8,7,9,7,8,8,10,10,7,7,8,4
T_2260,22,15,15,23,21,17,23,18,19,20,25,24,18,18,19,15
T_2261,8,8,8,13,11,9,12,10,11,11,14,13,10,10,11,8
T_2262,38,19,27,41,37,30,39,31,34,34,43,42,31,31,34,26
T_2263,33,24,16,36,32,27,35,27,30,30,38,37,28,28,30,23
T_2264,32,23,23,25,31,26,34,26,29,29,37,36,27,27,29,23
T_2265,42,30,30,46,28,34,44,34,37,38,48,47,35,35,37,29
T_2266,33,24,24,36,32,19,35,27,30,30,38,37,28,28,30,23
T_2267,19,14,14,21,19,16,14,16,17,18,22,22,16,16,17,14
T_2268,10,7,7,11,9,8,10,6,9,9,11,11,8,8,9,7
T_2269,16,12,11,18,16,13,17,13,10,15,18,18,13,13,14,11
T_2270,29,21,21,32,28,23,30,24,26,18,33,32,24,24,26,20
T_2271,25,18,17,27,24,20,26,20,22,22,20,28,20,20,22,17
T_2272,13,9,9,14,13,10,14,11,12,12,15,10,11,11,12,9
T_2273,41,29,29,44,40,33,43,34,36,37,47,45,24,34,37,29
T_2274,29,21,21,32,28,23,30,24,26,26,33,32,24,17,26,20
T_2275,39,28,27,42,38,31,41,32,35,35,44,43,32,32,24,27
T_2276,33,24,24,36,32,27,35,27,30,30,38,37,28,28,30,16
T_2277,26,19,18,28,25,21,27,21,23,23,29,29,21,21,23,18
T_2278,29,30,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_2279,19,10,14,21,19,16,20,16,17,18,22,22,16,16,17,14
T_2280,33,24,16,36,32,27,35,27,30,30,38,37,28,28,30,23
T_2281,28,20,20,21,27,22,29,23,25,25,32,31,23,23,25,20
T_2282,13,9,9,14,9,10,14,11,12,12,15,14,11,11,12,9
T_2283,26,19,18,28,25,14,27,21,23,23,29,29,21,21,23,18
T_2284,13,9,9,14,13,10,9,11,12,12,15,14,11,11,12,9
T_2285,34,25,24,37,33,28,36,20,31,31,39,38,28,28,31,24
T_2286,41,29,29,44,40,33,43,34,26,37,47,45,34,34,37,29
T_2287,23,16,16,25,22,18,24,19,20,14,26,25,19,19,20,16
T_2288,37,26,26,40,35,29,38,30,33,33,29,41,30,30,33,26
T_2289,32,23,23,35,31,26,34,26,29,29,37,25,27,27,29,23
T_2290,32,23,23,35,31,26,34,26,29,29,37,36,19,27,29,23
T_2291,11,8,8,12,10,9,11,9,10,10,12,12,9,6,10,8
T_2292,32,23,23,35,31,26,34,26,29,29,37,36,27,27,20,23
T_2293,11,8,8,12,10,9,11,9,10,10,12,12,9,9,10,5
T_2294,28,20,20,30,27,22,29,23,25,25,32,31,23,23,25,20
T_2295,23,23,23,35,31,26,34,26,29,29,37,36,27,27,29,23
T_2296,17,9,12,19,17,14,18,14,15,16,20,19,14,14,15,12
T_2297,11,8,5,12,10,9,11,9,10,10,12,12,9,9,10,8
T_2298,38,27,27,29,37,30,39,31,34,34,43,42,31,31,34,26
T_2299,17,12,12,19,12,14,18,14,15,16,20,19,14,14,15,12
T_2300,40,29,28,43,39,22,42,33,36,36,45,44,33,33,36,28
T_2301,41,29,29,44,40,33,30,34,36,37,47,45,34,34,37,29
T_2302,31,22,22,34,30,25,33,18,28,28,36,35,26,26,28,22
T_2303,34,25,24,37,33,28,36,28,22,31,39,38,28,28,31,24
T_2304,32,23,23,35,31,26,34,26,29,20,37,36,27,27,29,23
T_2305,34,25,24,37,33,28,36,28,31,31,27,38,28,28,31,24
T_2306,41,29,29,44,40,33,43,34,36,37,47,32,34,34,37,29
T_2307,13,9,9,14,13,10,14,11,12,12,15,14,7,11,12,9
T_2308,16,12,11,18,16,13,17,13,14,15,18,18,13,9,14,11
T_2309,31,22,22,34,30,25,33,26,28,28,36,35,26,26,20,22
T_2310,37,26,26,40,35,29,38,30,33,33,42,41,30,30,33,18
T_2311,27,19,19,29,26,22,28,22,24,24,31,30,22,22,24,19
T_2312,7,7,7,11,9,8,10,8,9,9,11,11,8,8,9,7
T_2313,12,6,8,13,11,9,12,10,11,11,14,13,10,10,11,8
T_2314,32,23,16,35,31,26,34,26,29,29,37,36,27,27,29,23
T_2315,33,24,24,25,32,27,35,27,30,30,38,37,28,28,30,23
T_2316,20,15,14,22,14,16,21,17,18,19,23,23,17,17,18,14
T_2317,40,29,28,43,39,22,42,33,36,36,45,44,33,33,36,28
T_2318,27,19,19,29,26,22,20,22,24,24,31,30,22,22,24,19
T_2319,15,11,11,16,15,12,16,9,13,14,17,17,12,12,13,11
T_2320,40,29,28,43,39,32,42,33,25,36,45,44,33,33,36,28
T_2321,26,19,18,28,25,21,27,21,23,16,29,29,21,21,23,18
T_2322,13,9,9,14,13,10,14,11,12,12,10,14,11,11,12,9
T_2323,42,30,30,46,41,34,44,34,37,38,48,33,35,35,37,29
T_2324,37,26,26,40,35,29,38,30,33,33,42,41,21,30,33,26
T_2325,14,10,10,15,14,11,15,11,12,13,16,16,12,8,12,10
T_2326,30,22,21,33,29,24,32,25,27,27,34,33,25,25,19,21
T_2327,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,15
T_2328,23,16,16,25,22,18,24,19,20,20,26,25,19,19,20,16
T_2329,29,29,29,44,40,33,43,34,36,37,47,45,34,34,37,29
T_2330,38,19,27,41,37,30,39,31,34,34,43,42,31,31,34,26
T_2331,23,16,11,25,22,18,24,19,20,20,26,25,19,19,20,16
T_2332,20,15,14,16,20,16,21,17,18,19,23,23,17,17,18,14
T_2333,43,31,30,47,29,34,45,35,38,39,49,48,36,36,38,30
T_2334,32,23,23,35,31,18,34,26,29,29,37,36,27,27,29,23
T_2335,41,29,29,44,40,33,30,34,36,37,47,45,34,34,37,29
T_2336,20,15,14,22,20,16,21,12,18,19,23,23,17,17,18,14
T_2337,27,19,19,29,26,22,28,22,17,24,31,30,22,22,24,19
T_2338,39,28,27,42,38,31,41,32,35,25,44,43,32,32,35,27
T_2339,12,8,8,13,11,9,12,10,11,11,9,13,10,10,11,8
T_2340,12,8,8,13,11,9,12,10,11,11,14,9,10,10,11,8
T_2341,13,9,9,14,13,10,14,11,12,12,15,14,7,11,12,9
T_2342,39,28,27,42,38,31,41,32,35,35,44,43,32,22,35,27
T_2343,39,28,27,42,38,31,41,32,35,35,44,43,32,32,24,27
T_2344,24,17,17,26,23,19,25,19,21,21,27,26,20,20,21,12
T_2345,20,15,14,22,20,16,21,17,18,19,23,23,17,17,18,14
T_2346,7,7,7,11,9,8,10,8,9,9,11,11,8,8,9,7
T_2347,11,5,8,12,10,9,11,9,10,10,12,12,9,9,10,8
T_2348,9,6,4,9,8,7,9,7,8,8,10,10,7,7,8,6
T_2349,37,26,26,28,35,29,38,30,33,33,42,41,30,30,33,26
T_2350,36,25,25,39,24,28,37,29,32,32,41,39,29,29,32,25
T_2351,10,7,7,11,9,5,10,8,9,9,11,11,8,8,9,7
T_2352,33,24,24,36,32,27,24,27,30,30,38,37,28,28,30,23
T_2353,12,8,8,13,11,9,12,7,11,11,14,13,10,10,11,8
T_2354,15,11,11,16,15,12,16,12,9,14,17,17,12,12,13,11
T_2355,28,20,20,30,27,22,29,23,25,18,32,31,23,23,25,20
T_2356,24,17,17,26,23,19,25,19,21,21,19,26,20,20,21,17
T_2357,28,20,20,30,27,22,29,23,25,25,32,22,23,23,25,20
T_2358,12,8,8,13,11,9,12,10,11,11,14,13,7,10,11,8
T_2359,34,25,24,37,33,28,36,28,31,31,39,38,28,20,31,24
T_2360,32,23,23,35,31,26,34,26,29,29,37,36,27,27,20,23
T_2361,33,24,24,36,32,27,35,27,30,30,38,37,28,28,30,16
T_2362,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,22
T_2363,15,15,15,23,21,17,23,18,19,20,25,24,18,18,19,15
T_2364,26,13,18,28,25,21,27,21,23,23,29,29,21,21,23,18
T_2365,13,9,6,14,13,10,14,11,12,12,15,14,11,11,12,9
T_2366,40,29,28,30,39,32,42,33,36,36,45,44,33,33,36,28
T_2367,36,25,25,39,24,28,37,29,32,32,41,39,29,29,32,25
T_2368,19,14,14,21,19,11,20,16,17,18,22,22,16,16,17,14
T_2369,41,29,29,44,40,33,30,34,36,37,47,45,34,34,37,29
T_2370,13,9,9,14,13,10,14,7,12,12,15,14,11,11,12,9
T_2371,41,29,29,44,40,33,43,34,26,37,47,45,34,34,37,29
T_2372,25,18,17,27,24,20,26,20,22,16,28,28,20,20,22,17
T_2373,10,7,7,11,9,8,10,8,9,9,8,11,8,8,9,7
T_2374,13,9,9,14,13,10,14,11,12,12,15,10,11,11,12,9
T_2375,33,24,24,36,32,27,35,27,30,30,38,37,19,28,30,23
T_2376,28,20,20,30,27,22,29,23,25,25,32,31,23,16,25,20
T_2377,22,15,15,23,21,17,23,18,19,20,25,24,18,18,13,15
T_2378,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,15
T_2379,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,22
T_2380,16,16,16,25,22,18,24,19,20,20,26,25,19,19,20,16
T_2381,41,21,29,44,40,33,43,34,36,37,47,45,34,34,37,29
T_2382,24,17,12,26,23,19,25,19,21,21,27,26,20,20,21,17
T_2383,27,19,19,20,26,22,28,22,24,24,31,30,22,22,24,19
