TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_2037,2.60,2.76,2.69,2.10,2.21,2.28,2.30,2.55
T_2038,2.41,2.72,2.72,2.11,2.52,2.36,2.01,2.36
T_2039,2.27,2.66,2.89,2.53,2.25,2.68,2.32,2.33
T_2040,2.32,3.00,2.67,2.22,2.27,2.72,2.20,2.68
T_2041,2.44,2.83,3.00,2.32,2.43,2.65,2.69,2.54
T_2042,2.48,2.92,2.55,2.24,2.26,2.71,2.08,2.27
T_2043,2.28,2.73,2.91,2.29,2.48,2.68,2.10,2.21
T_2044,2.48,2.67,2.79,2.30,2.62,2.43,2.08,2.28
T_2045,2.24,2.42,2.93,2.30,2.31,2.70,2.32,2.20
T_2046,2.52,2.59,2.76,2.13,2.13,2.48,2.23,2.53
T_2047,2.41,2.81,2.88,2.45,2.42,2.21,2.08,2.61
T_2048,2.30,2.88,2.83,2.04,2.50,2.63,2.13,2.48
T_2049,2.13,2.98,2.65,2.31,2.53,2.67,2.18,2.35
T_2050,2.35,2.68,2.44,2.21,2.25,2.71,2.25,2.71
T_2051,2.41,2.61,2.89,2.67,2.44,2.68,2.25,2.41
T_2052,2.61,2.95,2.85,2.38,2.45,2.49,2.18,2.64
T_2053,2.27,2.98,2.72,2.32,2.26,2.70,2.41,2.53
T_2054,2.31,2.52,2.88,2.39,2.32,2.61,2.22,2.61
T_2055,2.21,2.51,2.71,2.35,2.35,2.36,2.45,2.36
T_2056,2.41,2.55,2.90,2.23,2.18,2.75,2.27,2.65
T_2057,2.42,2.66,2.80,2.46,2.35,2.36,2.25,2.64
T_2058,2.18,2.89,2.69,2.15,2.30,2.63,2.51,2.78
T_2059,2.28,2.76,2.90,1.97,2.09,2.35,2.07,2.55
T_2060,2.29,2.84,2.86,2.42,2.30,2.26,2.33,2.39
T_2061,2.20,2.67,2.97,2.37,2.70,2.58,2.00,2.48
T_2062,2.37,3.01,2.82,2.31,2.45,2.55,2.14,2.68
T_2063,2.24,2.69,2.85,2.06,2.07,2.55,2.34,2.55
T_2064,2.26,2.91,2.64,2.15,2.40,2.48,2.53,2.75
T_2065,2.32,2.70,2.77,2.35,2.37,2.74,2.31,2.63
T_2066,2.08,2.74,2.83,2.39,2.23,2.33,2.45,2.53
T_2067,2.35,2.87,2.99,2.21,2.25,2.57,2.13,2.47
T_2068,2.27,2.76,2.84,2.37,2.41,2.29,2.38,2.73
T_2069,2.21,3.08,2.97,2.37,2.43,2.24,2.52,2.52
T_2070,2.60,2.59,2.73,2.39,2.54,2.19,2.42,2.52
T_2071,2.39,2.73,2.79,2.23,2.37,2.63,2.54,2.43
T_2072,2.21,2.61,2.80,2.43,2.12,2.69,2.38,2.57
T_2073,2.10,3.00,2.89,2.36,2.54,2.69,2.19,2.31
T_2074,2.33,3.05,2.86,2.20,2.26,2.54,2.34,2.42
T_2075,2.53,2.84,2.85,2.36,2.48,2.47,2.24,2.19
T_2076,2.00,2.63,2.97,2.47,2.40,2.53,2.19,2.82
T_2077,2.39,2.97,2.98,2.18,2.60,2.70,2.28,2.50
T_2078,2.16,2.93,2.99,2.35,2.78,2.51,2.05,2.62
T_2079,2.36,2.49,2.79,2.51,2.19,2.53,2.14,2.54
T_2080,2.67,2.64,2.74,2.32,2.25,2.22,2.45,2.65
T_2081,2.50,2.82,2.79,2.53,2.20,2.26,2.50,2.91
T_2082,2.38,2.73,2.78,2.27,2.60,2.77,1.82,2.56
T_2083,2.29,2.86,2.95,2.51,2.24,2.66,2.06,2.64
T_2084,2.44,2.91,2.75,2.36,2.31,2.32,2.15,2.62
T_2085,2.20,2.98,2.79,2.26,2.41,2.51,2.29,2.62
T_2086,2.18,3.03,2.64,2.37,2.45,2.50,2.17,2.35
T_2087,2.34,2.70,2.78,2.15,2.48,2.64,2.43,2.59
T_2088,2.60,2.57,2.67,2.27,2.31,2.38,2.52,2.55
T_2089,2.37,2.93,2.69,2.14,2.53,2.59,2.15,2.54
T_2090,2.51,2.58,2.77,2.60,2.44,2.57,1.91,2.34
T_2091,2.36,3.00,3.18,2.11,2.26,2.46,2.24,2.45
T_2092,2.35,2.86,2.62,2.42,2.35,2.40,1.92,2.64
T_2093,2.11,2.95,2.79,2.33,2.26,2.71,2.09,2.68
T_2094,2.36,2.94,2.99,2.12,2.45,2.70,2.35,2.31
T_2095,2.23,2.98,2.97,2.37,2.56,2.38,2.49,2.46
T_2096,2.51,2.89,2.84,2.19,2.18,2.39,2.22,2.57
T_2097,2.43,2.97,2.81,2.12,2.31,2.44,2.65,2.11
T_2098,2.42,2.68,2.47,2.13,2.55,2.56,2.26,2.51
T_2099,2.51,2.61,2.91,2.11,2.33,2.73,2.30,2.68
T_2100,2.27,2.81,2.97,2.39,2.31,2.35,2.80,2.75
T_2101,1.99,2.88,2.50,2.12,2.26,2.22,2.24,2.60
T_2102,2.06,2.49,2.64,2.56,2.47,2.57,1.98,2.43
T_2103,2.32,2.70,2.77,2.53,2.55,2.57,2.10,2.46
T_2104,2.13,2.79,2.62,2.16,2.24,2.54,2.34,2.59
T_2105,2.20,2.83,2.81,2.06,2.36,2.68,2.37,2.66
T_2106,2.23,2.88,2.78,2.26,2.55,2.72,2.45,2.35
T_2107,2.36,2.68,2.81,2.03,2.37,2.40,2.24,2.55
T_2108,2.02,2.83,3.05,2.61,2.59,2.61,2.33,2.59
T_2109,2.41,2.83,2.75,2.14,2.44,2.44,2.32,2.38
T_2110,2.40,2.80,2.70,2.51,2.24,2.61,2.31,2.62
T_2111,2.30,2.43,2.64,2.07,2.51,2.52,2.12,2.65
T_2112,2.30,2.77,2.74,2.35,2.46,2.60,2.48,2.61
T_2113,2.59,2.74,3.04,2.29,2.55,2.90,2.47,2.25
T_2114,2.32,3.00,2.63,2.05,2.46,2.30,2.20,2.32
T_2115,1.94,2.78,2.63,2.32,2.29,2.71,2.13,2.66
T_2116,2.51,2.68,2.93,2.62,2.52,2.57,2.21,2.52
T_2117,2.14,2.86,2.96,2.26,2.08,2.87,2.44,2.59
T_2118,2.32,2.80,2.63,2.16,2.46,2.23,2.21,2.59
T_2119,2.56,2.93,2.93,2.08,2.41,2.83,2.56,2.51
T_2120,2.17,2.76,3.02,2.26,2.09,2.47,2.46,2.50
T_2121,2.27,2.97,2.94,2.43,2.32,2.66,2.27,2.54
T_2122,2.42,2.60,2.93,2.23,2.34,2.44,2.23,2.68
T_2123,2.29,2.89,2.77,2.18,2.32,2.62,2.30,2.71
T_2124,2.43,2.89,2.88,2.70,2.11,2.58,2.43,2.49
T_2125,2.36,2.64,2.99,2.36,2.20,2.78,2.28,2.45
T_2126,2.25,3.05,2.58,2.51,2.36,2.67,2.02,2.55
T_2127,2.31,2.96,2.96,1.94,2.45,2.50,2.32,2.37
T_2128,2.30,2.81,2.67,2.38,2.33,2.64,2.26,2.19
T_2129,2.38,2.72,2.80,2.15,2.54,2.72,2.52,2.35
T_2130,2.46,2.64,2.89,2.35,2.27,2.55,2.53,2.56
T_2131,2.52,3.08,3.05,2.28,2.63,2.50,2.51,2.35
T_2132,2.13,2.74,2.69,2.27,2.32,2.50,2.40,2.68
T_2133,2.27,2.70,2.78,2.16,2.26,2.41,2.02,2.35
T_2134,2.33,2.84,2.64,2.39,2.40,2.42,2.29,2.57
T_2135,2.48,2.84,2.88,2.51,2.22,2.38,2.24,2.36
T_2136,2.46,2.93,2.82,2.24,2.39,2.65,2.45,2.56
T_2137,2.18,2.96,2.87,2.24,2.81,2.49,2.10,2.85
T_2138,2.63,3.15,2.68,2.53,2.44,2.09,2.20,2.46
T_2139,2.30,2.70,2.84,2.38,2.31,2.59,2.18,2.70
T_2140,2.68,2.93,3.16,2.57,2.41,2.79,2.21,2.54
T_2141,2.21,2.83,2.74,2.28,2.33,2.24,2.21,2.46
T_2142,2.36,2.99,2.90,2.07,2.46,2.53,2.21,2.53
T_2143,2.56,2.65,2.90,2.43,1.98,2.70,2.45,2.53
T_2144,2.27,2.75,2.70,2.32,2.34,2.36,2.36,2.62
T_2145,2.34,2.72,2.66,2.25,2.39,2.66,2.33,2.66
T_2146,2.51,2.73,2.86,2.16,2.31,2.58,2.44,2.52
T_2147,2.42,2.61,2.65,1.90,2.62,2.81,2.28,2.83
T_2148,2.64,2.69,2.67,2.45,2.15,2.56,2.24,2.33
T_2149,2.24,2.98,2.93,2.61,2.49,2.46,2.19,2.78
T_2150,2.37,3.08,3.02,2.31,2.57,2.29,2.48,2.65
T_2151,2.23,3.13,2.87,2.39,2.44,2.55,2.43,2.26
T_2152,2.45,3.05,2.99,2.27,2.46,2.45,2.60,2.61
T_2153,2.48,2.73,2.72,2.31,2.39,2.71,2.34,2.26
T_2154,2.41,2.94,2.77,2.34,2.44,2.42,2.28,2.67
T_2155,2.17,2.92,2.88,2.38,2.37,2.62,2.07,2.37
T_2156,2.41,2.86,2.73,2.37,2.64,2.66,2.38,2.56
T_2157,2.19,2.83,2.87,2.32,2.31,2.32,2.42,2.39
T_2158,2.22,2.99,2.90,1.82,2.26,2.27,2.34,2.61
T_2159,2.38,2.88,2.63,2.17,2.69,2.51,2.28,2.51
T_2160,2.35,2.77,2.95,2.15,2.53,2.50,1.99,2.69
T_2161,2.40,2.62,2.96,2.47,2.45,2.26,2.45,2.32
T_2162,2.22,2.70,2.64,2.36,2.35,2.54,2.52,2.56
T_2163,2.30,2.94,2.76,2.43,2.47,2.56,2.50,2.64
T_2164,2.62,2.77,2.70,2.48,2.10,2.57,2.27,2.62
T_2165,2.30,2.55,2.63,2.21,2.16,2.64,2.22,2.31
T_2166,2.39,2.79,2.70,2.14,2.30,2.51,2.23,2.51
T_2167,2.23,2.76,3.00,2.40,2.36,2.52,2.37,2.37
T_2168,2.67,2.81,2.73,2.22,2.31,2.48,2.56,2.48
T_2169,2.22,2.84,2.75,2.23,2.75,2.28,2.44,2.52
T_2170,2.30,2.64,2.83,2.22,2.54,2.55,2.29,2.16
T_2171,2.28,2.96,2.63,2.34,2.46,2.42,2.20,2.42
T_2172,2.29,2.78,2.89,2.18,2.39,2.46,1.96,2.44
T_2173,2.45,3.01,2.81,2.19,2.23,2.51,2.49,2.40
T_2174,2.28,2.83,2.63,2.26,2.55,2.52,2.45,2.33
T_2175,2.42,2.86,2.97,2.31,2.29,2.58,2.49,2.87
T_2176,2.73,2.85,2.89,1.99,2.36,2.76,2.48,2.65
T_2177,2.16,2.78,2.90,2.52,2.31,2.62,2.17,2.45
T_2178,2.25,3.11,3.22,2.03,2.39,2.48,2.12,2.69
T_2179,2.17,2.79,3.08,2.45,2.36,2.45,2.47,2.60
T_2180,2.32,2.88,2.83,2.46,2.44,2.40,2.10,2.42
T_2181,2.24,2.83,2.95,2.22,2.46,2.59,2.26,2.49
T_2182,2.39,2.65,3.15,2.33,2.59,2.70,2.26,2.85
T_2183,1.82,2.59,2.60,2.54,2.36,2.54,2.65,2.50
T_2184,2.46,2.88,2.71,2.29,2.57,2.57,2.16,2.56
T_2185,2.21,2.99,3.06,2.30,2.46,2.60,2.51,2.38
T_2186,2.35,2.59,2.52,2.17,2.30,2.52,2.26,2.31
T_2187,2.00,2.87,2.75,2.18,2.45,2.73,2.12,2.60
T_2188,2.49,2.77,2.64,2.50,2.40,2.53,2.06,2.83
T_2189,2.00,2.64,2.77,2.17,2.03,2.95,2.49,2.48
T_2190,2.11,2.82,2.76,2.34,2.15,2.33,2.39,2.72
T_2191,2.33,2.78,2.84,2.13,2.37,2.55,2.29,2.70
T_2192,2.15,2.56,2.86,2.15,2.28,2.79,2.56,2.42
T_2193,2.30,2.90,2.96,2.25,2.04,2.40,2.40,2.41
T_2194,2.61,2.72,2.94,2.18,2.28,2.56,2.34,2.57
T_2195,2.37,2.59,2.51,2.28,2.52,2.92,2.13,2.64
T_2196,2.24,2.95,2.81,2.23,2.54,2.51,2.19,2.64
T_2197,2.21,2.80,2.93,2.05,2.39,2.57,2.20,2.46
T_2198,2.41,2.59,2.84,2.17,2.19,2.53,2.48,2.42
T_2199,2.41,3.12,2.82,2.10,2.37,2.31,2.21,2.23
T_2200,2.25,2.80,2.91,2.57,2.26,2.35,2.21,2.71
T_2201,2.00,2.98,2.91,2.32,2.36,2.44,2.40,2.51
T_2202,2.19,2.57,2.77,2.01,2.41,2.61,2.49,2.53
T_2203,1.92,2.63,2.95,2.21,2.35,2.38,2.07,2.19
T_2204,2.13,2.88,2.83,2.15,2.67,2.56,2.34,2.29
T_2205,2.37,3.09,2.80,2.37,2.57,2.64,2.31,2.54
T_2206,2.50,2.86,2.95,2.31,2.20,2.68,2.08,2.67
T_2207,2.48,2.69,3.06,1.99,2.13,2.43,2.24,2.58
T_2208,2.37,2.73,2.93,2.06,2.39,2.59,2.29,2.43
T_2209,2.44,2.74,2.82,2.26,2.35,2.25,2.29,2.48
T_2210,2.18,2.84,2.60,2.00,2.17,2.23,2.27,2.57
T_2211,2.38,2.79,2.56,2.05,2.28,2.55,2.44,2.69
T_2212,2.02,2.94,2.81,2.06,2.55,2.71,2.29,2.88
T_2213,2.14,2.82,2.90,2.45,2.47,2.54,2.30,2.77
T_2214,2.32,2.79,2.99,2.22,2.84,2.61,2.12,2.68
T_2215,2.62,2.81,3.05,2.33,2.54,2.53,2.27,2.65
T_2216,2.21,2.79,2.61,2.18,2.17,2.50,2.54,2.70
T_2217,2.16,2.79,2.95,2.24,2.15,2.49,2.36,2.80
T_2218,2.39,2.75,2.73,2.60,2.31,2.63,2.17,2.69
T_2219,2.42,2.49,2.91,2.37,2.56,2.29,2.13,2.47
T_2220,2.13,2.91,2.89,2.45,2.08,2.62,2.15,2.51
T_2221,2.33,2.69,2.73,2.13,2.25,2.73,2.43,2.31
T_2222,2.19,2.93,3.00,2.24,1.90,2.45,2.32,2.57
T_2223,2.42,2.61,2.93,2.14,2.40,2.46,2.29,2.47
T_2224,2.37,2.88,2.72,2.18,2.29,2.58,1.99,2.56
T_2225,2.33,2.59,3.03,2.14,2.30,2.60,2.32,2.39
T_2226,2.29,2.91,2.67,2.47,2.46,2.48,2.51,2.48
T_2227,2.49,2.92,2.80,2.37,2.38,2.72,2.69,2.52
T_2228,2.18,2.44,2.73,2.38,2.07,2.80,2.13,2.48
T_2229,2.57,2.51,2.99,2.40,2.37,2.45,2.19,2.19
T_2230,2.63,2.66,2.89,2.40,2.33,2.55,1.98,2.43
T_2231,2.45,2.66,2.39,1.99,2.45,2.39,2.33,2.57
T_2232,2.16,3.08,2.77,2.31,2.26,2.74,2.24,2.66
T_2233,2.59,2.58,2.81,2.14,2.52,2.46,2.29,2.68
T_2234,2.12,2.66,2.71,2.34,2.47,2.60,2.51,2.55
T_2235,2.44,2.81,2.87,2.42,2.35,2.70,2.24,2.34
T_2236,2.45,2.96,2.61,2.42,2.23,2.78,2.46,2.51
T_2237,2.37,2.54,2.97,2.52,2.42,2.50,2.16,2.69
T_2238,2.48,2.85,2.83,2.16,2.29,2.51,2.21,2.65
T_2239,2.56,2.95,2.76,2.44,2.46,2.70,2.26,2.51
T_2240,2.15,2.95,3.17,1.93,2.28,2.58,2.48,2.31
T_2241,2.51,2.84,2.80,2.01,2.05,2.52,2.36,2.63
T_2242,2.23,2.78,2.78,2.28,2.07,2.69,2.22,2.38
T_2243,2.33,2.77,2.56,2.33,2.41,2.40,2.37,2.42
T_2244,2.29,2.85,2.77,2.11,2.35,2.77,2.31,2.53
T_2245,2.28,2.87,2.71,2.26,2.12,2.64,2.43,2.62
T_2246,2.34,2.61,2.68,2.55,2.18,2.30,2.36,2.50
T_2247,2.26,2.83,2.73,2.34,2.35,2.52,2.11,2.79
T_2248,2.36,2.87,2.78,2.14,2.36,2.55,1.95,2.43
T_2249,2.29,2.74,2.68,2.23,2.44,2.57,2.31,2.55
T_2250,2.29,2.63,2.70,2.36,2.27,2.49,2.59,2.39
T_2251,2.30,2.91,2.77,2.07,2.11,2.38,2.34,2.67
T_2252,2.25,2.47,2.70,2.37,2.32,2.36,2.18,2.51
T_2253,2.55,2.62,3.04,2.01,2.25,2.62,2.55,2.64
T_2254,2.15,2.45,2.88,2.09,2.51,2.59,2.31,2.37
T_2255,2.58,2.69,2.71,2.34,2.44,3.03,2.03,2.38
T_2256,2.28,3.05,2.94,2.44,2.18,2.35,2.35,2.50
T_2257,2.14,2.56,3.07,2.32,2.36,2.38,2.36,2.38
T_2258,2.11,2.86,2.95,2.39,2.32,2.74,2.35,2.38
T_2259,2.25,2.83,2.83,2.41,2.34,2.39,1.93,2.47
T_2260,2.31,2.69,2.76,2.25,2.22,2.58,2.28,2.68
T_2261,2.50,2.63,3.20,2.20,2.34,2.69,2.27,2.79
T_2262,2.60,2.89,2.99,2.57,2.35,2.13,2.15,2.78
T_2263,2.13,2.43,2.82,2.13,2.36,2.88,2.35,2.67
T_2264,2.44,2.88,2.73,2.28,2.11,2.66,2.04,2.59
T_2265,2.45,2.76,3.06,2.20,2.53,2.52,2.12,2.52
T_2266,2.19,2.99,2.50,2.24,2.11,2.70,2.21,2.36
T_2267,2.40,2.41,2.83,2.32,2.34,2.33,2.36,2.55
T_2268,2.57,2.99,3.03,2.28,2.53,2.51,2.08,2.67
T_2269,2.51,2.76,2.55,2.31,2.34,2.58,2.39,2.44
T_2270,2.24,2.72,2.94,2.38,2.27,2.37,2.22,2.38
T_2271,2.55,2.61,2.95,2.01,2.34,2.50,2.13,2.36
T_2272,2.36,2.99,2.63,2.22,2.25,2.62,2.20,2.47
T_2273,2.31,2.73,2.56,2.64,2.31,2.62,2.38,2.22
T_2274,2.28,2.86,2.73,2.30,2.17,2.69,2.32,2.63
T_2275,2.46,2.81,2.80,2.03,2.45,2.37,2.44,2.56
T_2276,2.34,2.68,3.05,2.42,2.36,2.76,2.10,2.74
T_2277,2.42,2.95,2.89,2.43,2.08,2.64,2.48,2.69
T_2278,2.41,3.00,2.87,2.26,2.38,2.61,2.22,2.55
T_2279,2.32,2.87,2.51,2.16,2.45,2.69,2.52,2.77
T_2280,2.39,2.75,2.45,2.37,2.05,2.76,2.32,2.30
T_2281,2.39,3.07,2.77,2.40,2.31,2.71,2.38,2.55
T_2282,2.28,2.61,2.67,2.37,2.57,2.67,2.45,2.52
T_2283,2.34,2.69,2.64,2.23,2.48,2.73,2.25,2.43
T_2284,2.27,2.72,2.78,1.99,2.29,2.60,2.59,2.31
T_2285,2.35,2.91,3.04,2.13,2.32,2.47,1.96,2.45
T_2286,2.13,2.80,2.96,2.35,2.47,2.43,2.52,2.45
T_2287,2.24,2.71,2.44,2.18,2.39,2.52,2.27,2.57
T_2288,2.50,2.77,2.74,2.38,2.26,2.68,2.63,2.64
T_2289,2.37,2.84,2.85,2.29,2.16,2.62,2.25,2.61
T_2290,2.33,2.68,2.96,2.27,2.30,2.50,2.14,2.87
T_2291,2.16,2.90,2.55,2.04,1.99,2.44,2.31,2.74
T_2292,2.35,2.69,2.81,2.44,2.18,2.49,2.33,2.43
T_2293,2.30,2.76,2.62,2.09,2.12,2.39,2.16,2.41
T_2294,2.25,2.75,2.91,2.07,2.39,2.48,2.32,2.56
T_2295,2.67,2.75,2.79,2.50,2.38,2.69,2.15,2.31
T_2296,2.05,2.91,2.78,2.17,2.42,2.56,2.31,2.36
T_2297,2.36,2.93,2.73,2.52,2.32,2.57,2.18,2.58
T_2298,2.50,2.77,2.66,2.38,2.50,2.43,2.21,2.56
T_2299,2.50,2.70,2.78,2.28,2.68,2.69,2.41,2.47
T_2300,2.42,2.79,2.85,2.21,2.29,2.86,2.35,2.26
T_2301,2.37,2.71,2.86,2.19,2.13,2.52,2.53,2.51
T_2302,2.31,2.73,2.76,2.29,2.38,2.29,2.25,2.70
T_2303,2.38,2.92,2.64,2.28,2.59,2.52,2.62,2.59
T_2304,2.34,2.76,2.61,2.24,2.54,2.54,2.23,2.57
T_2305,2.33,2.91,2.79,2.27,2.19,2.39,2.40,2.90
T_2306,2.34,2.75,2.85,2.50,2.61,2.75,2.13,2.83
T_2307,2.50,2.90,2.83,2.33,2.35,2.51,2.38,2.41
T_2308,2.34,2.79,3.12,2.19,2.45,2.54,2.41,2.77
T_2309,2.23,2.73,2.89,2.31,2.27,2.58,1.99,2.50
T_2310,2.17,2.77,2.32,2.54,2.17,2.41,2.39,2.51
T_2311,2.37,2.76,2.71,2.41,2.36,2.51,2.41,2.65
T_2312,2.17,2.93,3.05,2.01,2.45,2.19,2.18,2.54
T_2313,2.50,2.74,2.76,2.45,2.18,2.43,2.54,2.51
T_2314,2.21,2.89,2.66,2.51,2.25,2.34,2.45,2.46
T_2315,2.40,2.86,2.80,2.31,2.04,2.48,2.51,2.76
T_2316,2.54,3.08,2.88,2.16,2.46,2.52,2.17,2.52
T_2317,2.43,2.68,2.88,2.41,2.37,2.59,2.31,2.47
T_2318,2.56,2.91,2.92,2.50,2.40,2.48,2.44,2.32
T_2319,2.70,2.85,2.74,2.24,2.08,2.41,2.37,2.93
T_2320,2.47,2.89,2.72,2.35,2.46,2.77,2.30,2.54
T_2321,2.16,2.61,2.67,2.00,2.32,2.35,2.10,2.69
T_2322,2.56,2.61,2.82,2.10,2.35,2.54,2.22,2.61
T_2323,2.40,2.73,2.90,2.14,2.40,2.55,2.48,2.59
T_2324,2.52,2.92,2.60,2.41,2.54,2.54,2.03,2.62
T_2325,2.50,2.77,2.88,2.53,2.37,2.35,2.45,2.58
T_2326,2.18,2.69,2.74,2.30,2.52,2.90,2.26,2.72
T_2327,2.53,2.87,2.79,2.20,2.34,2.74,2.38,2.61
T_2328,2.20,2.45,2.95,2.48,2.29,2.36,2.07,2.23
T_2329,2.41,3.03,2.75,2.20,2.48,2.84,2.35,2.55
T_2330,2.11,2.77,2.53,2.26,2.69,2.60,2.36,2.35
T_2331,2.55,2.74,2.67,2.16,2.26,2.32,2.00,2.70
T_2332,2.30,2.67,2.85,2.08,2.43,2.74,2.44,2.29
T_2333,2.38,2.78,2.88,2.62,2.58,2.44,2.48,2.38
T_2334,2.04,2.78,2.73,2.12,2.69,2.73,2.50,2.41
T_2335,2.19,2.75,2.64,2.38,2.51,2.47,2.28,2.44
T_2336,2.43,3.12,3.04,2.23,2.32,2.40,2.28,2.57
T_2337,2.51,3.13,2.81,2.06,2.24,2.61,2.52,2.73
T_2338,2.31,2.66,3.01,2.34,2.46,2.65,2.25,2.67
T_2339,2.19,2.67,2.91,2.34,2.18,2.49,2.32,2.45
T_2340,2.30,2.67,2.66,2.13,2.58,2.59,2.36,2.53
T_2341,2.34,2.89,2.80,2.29,2.20,2.53,2.29,2.69
T_2342,2.37,3.06,2.56,2.29,2.41,2.38,2.28,2.39
T_2343,2.31,2.94,2.94,2.23,2.36,2.44,2.08,2.52
T_2344,2.52,2.86,2.79,2.22,2.09,2.69,2.31,2.38
T_2345,2.20,2.88,2.67,2.62,2.40,2.61,2.44,2.58
T_2346,2.52,2.74,2.98,2.36,2.42,2.71,2.22,2.58
T_2347,2.37,2.90,2.91,2.43,2.49,2.75,2.26,2.71
T_2348,2.47,2.62,2.71,2.33,2.40,2.59,2.24,2.43
T_2349,2.12,2.98,2.82,2.25,2.37,2.43,2.33,2.60
T_2350,2.29,2.64,2.70,2.35,2.30,2.38,2.25,2.40
T_2351,2.37,2.42,2.87,2.24,2.38,2.68,2.38,2.63
T_2352,2.46,2.76,2.87,2.13,2.15,2.49,2.27,2.54
T_2353,2.35,2.90,2.62,2.08,2.22,2.45,2.15,2.80
T_2354,2.46,2.96,2.86,2.54,2.44,2.67,2.39,2.75
T_2355,2.32,2.80,2.94,2.20,2.34,2.56,2.48,2.45
T_2356,2.27,2.63,2.98,2.56,2.28,2.52,2.40,2.56
T_2357,2.13,3.10,2.86,2.31,2.19,2.65,2.47,2.52
T_2358,2.48,2.75,2.79,2.30,2.32,2.64,2.26,2.65
T_2359,2.82,2.73,3.11,2.43,2.44,2.34,2.34,2.62
T_2360,2.09,2.78,2.81,2.17,2.30,2.42,2.32,2.15
T_2361,2.27,2.87,2.80,2.29,2.53,2.50,2.37,2.36
T_2362,2.19,2.71,2.90,2.33,1.99,2.71,2.69,2.65
T_2363,2.36,2.75,2.82,2.37,2.63,2.60,2.52,2.45
T_2364,2.63,2.69,2.68,2.47,2.47,2.74,2.10,2.51
T_2365,2.27,2.88,3.02,2.50,2.24,2.54,2.00,2.46
T_2366,2.52,2.67,2.75,2.32,2.36,2.54,2.33,2.64
T_2367,2.35,2.89,2.86,2.01,2.27,2.77,2.28,2.37
T_2368,2.17,2.78,2.87,2.44,2.18,2.67,2.39,2.74
T_2369,2.18,2.82,2.64,2.33,2.71,2.41,2.00,2.74
T_2370,2.49,2.61,2.76,2.33,2.35,2.39,2.23,2.60
T_2371,2.29,2.84,2.85,2.41,2.31,2.93,2.08,2.72
T_2372,2.55,2.69,2.88,2.41,2.38,2.81,2.56,2.58
T_2373,2.40,2.80,3.01,2.34,2.42,2.62,2.21,2.45
T_2374,2.39,3.03,2.79,2.32,2.48,2.52,2.71,2.52
T_2375,2.16,2.94,3.09,2.21,2.25,2.36,2.08,2.47
T_2376,2.28,2.87,2.68,2.19,2.51,2.50,2.47,2.62
T_2377,2.06,2.80,2.61,2.16,2.27,2.61,2.17,2.49
T_2378,2.41,2.87,2.36,2.40,2.45,2.59,2.51,2.80
T_2379,2.31,3.02,2.83,2.23,2.27,2.54,2.36,2.47
T_2380,2.67,2.39,2.53,2.20,2.29,2.66,1.89,2.66
T_2381,2.24,3.07,2.70,2.14,2.36,2.49,2.19,2.59
T_2382,2.37,2.82,2.95,2.60,1.97,2.34,2.19,2.66
T_2383,2.26,2.96,2.99,2.20,2.68,2.58,2.32,2.62
T_2384,2.47,2.79,2.76,2.27,2.51,2.50,2.25,2.39
T_2385,2.15,2.72,3.06,2.10,2.34,2.84,2.14,2.41
T_2386,2.34,2.63,2.84,2.28,2.17,2.70,2.42,2.58
T_2387,2.27,2.78,2.70,2.30,2.42,2.38,2.49,2.83
T_2388,2.00,2.39,3.02,2.16,2.45,2.80,2.45,2.53
T_2389,2.20,2.76,2.89,2.29,2.31,2.50,2.22,2.68
T_2390,2.53,2.79,2.84,2.63,2.42,2.56,2.41,2.36
T_2391,2.49,2.88,2.84,2.03,2.40,2.25,2.32,2.54
T_2392,2.31,2.80,2.69,2.44,2.50,2.73,2.35,2.67
T_2393,2.56,3.22,2.98,1.99,2.68,2.64,2.32,2.40
T_2394,2.40,2.82,2.93,2.47,2.32,2.85,2.38,2.43
T_2395,2.44,2.90,2.74,2.50,2.41,2.37,2.28,2.43
T_2396,2.33,2.91,2.67,2.18,2.28,2.38,2.45,2.68
T_2397,2.33,2.83,2.93,2.22,2.52,2.82,2.22,2.26
T_2398,2.32,2.89,2.66,2.14,2.61,2.49,2.32,2.61
T_2399,2.54,2.79,3.18,2.36,2.41,2.53,2.10,2.55
T_2400,2.29,2.71,2.95,2.10,2.08,2.31,2.26,2.68
T_2401,1.93,2.66,2.61,2.38,2.46,2.58,2.11,2.78
T_2402,2.39,2.61,2.70,2.48,2.48,2.63,2.19,2.52
T_2403,2.25,2.71,3.02,2.22,2.62,2.72,2.56,2.78
T_2404,1.94,2.78,2.83,2.05,2.25,2.64,2.40,2.54
T_2405,2.29,2.76,2.97,1.96,2.23,2.31,2.27,2.56
T_2406,2.29,2.99,2.91,2.28,2.12,2.49,2.52,2.41
T_2407,2.32,2.91,2.88,2.24,2.43,2.72,2.30,2.49
T_2408,2.40,2.80,2.64,2.22,2.27,2.68,2.31,2.36
T_2409,2.28,2.95,2.67,2.30,2.29,2.63,2.41,2.47
T_2410,2.34,2.77,2.79,2.39,2.04,2.59,2.28,2.66
T_2411,2.20,2.87,2.89,2.15,2.32,2.51,2.53,2.52
T_2412,2.16,2.58,2.75,2.25,2.35,2.41,2.49,2.39
T_2413,2.34,2.64,2.52,2.15,2.49,2.67,2.61,2.40
